data_rate_Sa,f_avg,delta1,log10_nmse
1000,15.6250,-7.6667,-1.747335
1000,17.7083,-3.3333,-3.327046
1000,25.0000,2.6667,-0.133112
1000,44.7917,-3.0000,-3.358510
1000,20.8333,-6.0000,-1.747297
1000,22.9167,5.0000,-1.522694
1000,6.2500,-6.6667,-1.747259
1000,9.3750,-1.6667,-1.399164
1000,20.8333,-3.0000,-3.355068
1000,22.9167,4.6667,-1.451601
1000,10.4167,6.0000,-1.747277
1000,37.5000,5.0000,-2.055681
1000,5.2083,3.6667,-1.747224
1000,39.5833,1.6667,-0.861364
1000,4.1667,-5.6667,-1.747395
1000,23.9583,7.6667,-0.892046
1000,0.0000,-2.6667,0.004236
1000,45.8333,-6.6667,-3.353938
1000,8.3333,2.6667,-1.747332
1000,13.5417,5.0000,-1.747226
1000,46.8750,4.0000,-1.194917
1000,31.2500,-1.6667,-3.359332
1000,21.8750,5.0000,-1.592132
1000,0.0000,0.0000,-0.000137
1000,23.9583,-2.3333,-3.340959
1000,43.7500,-7.0000,-3.361584
1000,50.0000,-3.6667,-3.356686
1000,32.2917,-5.3333,-3.352400
1000,38.5417,-2.3333,-3.346233
1000,7.2917,2.3333,-1.747275
1000,12.5000,4.0000,-1.295070
1000,32.2917,-0.6667,-3.351671
1000,4.1667,-4.0000,-1.629078
1000,4.1667,-3.6667,-1.596850
1000,31.2500,-3.0000,-3.361728
1000,8.3333,-0.3333,-1.432288
1000,12.5000,0.6667,-0.783465
1000,34.3750,-4.3333,-3.370409
1000,5.2083,-0.6667,-1.495624
1000,12.5000,-6.3333,-1.747605
1000,34.3750,3.0000,-0.560951
1000,17.7083,6.3333,-0.344436
1000,32.2917,8.0000,-0.327542
1000,0.0000,-8.0000,-0.007102
1000,45.8333,1.3333,-0.854947
1000,27.0833,0.3333,-0.487071
1000,34.3750,-5.0000,-3.342969
1000,11.4583,0.0000,-2.790265
1000,35.4167,-1.0000,-3.358253
1000,16.6667,1.0000,-0.176921
1000,13.5417,2.3333,-0.783556
1000,33.3333,0.3333,-0.741135
1000,8.3333,-1.3333,-1.611220
1000,47.9167,-8.0000,-3.355481
1000,25.0000,5.3333,-1.116111
1000,15.6250,3.3333,-1.028639
1000,40.6250,-2.0000,-3.364250
1000,8.3333,1.6667,-1.067312
1000,25.0000,4.6667,-1.387563
1000,33.3333,2.3333,-0.689401
1000,10.4167,0.6667,-0.624534
1000,37.5000,0.6667,-0.882893
1000,27.0833,6.6667,-0.888932
1000,5.2083,-6.6667,-1.747430
1000,48.9583,5.3333,-1.890531
1000,1.0417,4.3333,-1.747357
1000,23.9583,4.0000,-1.278104
1000,21.8750,2.3333,-0.641364
1000,28.1250,-7.6667,-1.747370
1000,50.0000,1.3333,-0.885335
1000,42.7083,7.0000,-1.377840
1000,43.7500,-4.6667,-3.350565
1000,18.7500,-2.0000,-3.359450
1000,35.4167,-2.6667,-3.349605
1000,21.8750,-5.0000,-3.350246
1000,29.1667,0.6667,-0.567641
1000,23.9583,3.6667,-0.978793
1000,27.0833,2.6667,-0.329146
1000,13.5417,-3.0000,-3.333850
1000,2.0833,3.0000,-1.747231
1000,32.2917,4.0000,-1.202964
1000,1.0417,7.0000,-1.747401
1000,44.7917,-3.6667,-3.356660
1000,45.8333,6.3333,-1.133862
1000,43.7500,-6.3333,-3.353390
1000,38.5417,-4.3333,-3.355661
1000,12.5000,6.0000,-1.747261
1000,35.4167,3.0000,-0.603179
1000,22.9167,-2.6667,-3.350005
1000,47.9167,4.6667,-2.098180
1000,3.1250,-8.0000,-1.747292
1000,46.8750,-4.6667,-3.339640
1000,8.3333,6.0000,-1.747258
1000,7.2917,2.6667,-1.747332
1000,23.9583,-3.6667,-3.355008
1000,2.0833,5.3333,-1.747294
1000,13.5417,4.0000,-1.190711
1000,13.5417,3.3333,-1.297596
1000,21.8750,-4.3333,-3.349682
1000,35.4167,4.3333,-1.758040
1000,3.1250,-2.3333,-1.721448
1000,3.1250,4.3333,-1.747267
1000,15.6250,5.6667,0.155312
1000,20.8333,-5.6667,-1.747360
1000,11.4583,7.6667,-1.747274
1000,4.1667,3.3333,-1.747273
1000,19.7917,-1.0000,-3.347876
1000,40.6250,-5.0000,-3.362623
1000,20.8333,-4.6667,-3.360920
1000,5.2083,5.6667,-1.747478
1000,17.7083,5.6667,-1.028270
1000,35.4167,-6.6667,-3.349968
1000,45.8333,7.3333,-1.812232
1000,10.4167,1.0000,-0.723084
1000,41.6667,1.3333,-0.867547
1000,0.0000,-7.0000,0.018462
1000,27.0833,1.6667,-0.488700
1000,15.6250,6.6667,-1.747294
1000,9.3750,0.3333,-0.660616
1000,16.6667,0.0000,-2.783888
1000,35.4167,-7.6667,-3.348385
1000,10.4167,3.3333,-1.747339
1000,27.0833,-4.6667,-3.359100
1000,36.4583,-0.3333,-3.364738
1000,27.0833,3.3333,-0.573773
1000,45.8333,-3.3333,-3.354954
1000,39.5833,-4.6667,-3.345367
1000,8.3333,-8.0000,-1.747386
1000,18.7500,-4.0000,-3.360267
1000,6.2500,4.0000,-1.747167
1000,40.6250,5.0000,-1.965244
1000,48.9583,4.3333,-2.171179
1000,34.3750,-2.0000,-3.353566
1000,34.3750,6.0000,-1.316454
1000,12.5000,-6.0000,-1.747261
1000,18.7500,6.6667,-1.570235
1000,35.4167,-2.3333,-3.335928
1000,48.9583,2.6667,-0.934546
1000,19.7917,0.6667,-0.407717
1000,32.2917,6.0000,-1.131319
1000,6.2500,8.0000,-1.747501
1000,16.6667,-1.6667,-3.345313
1000,8.3333,-0.6667,-1.717607
1000,44.7917,2.3333,-0.926975
1000,6.2500,2.0000,-1.747307
1000,48.9583,-2.6667,-3.353890
1000,45.8333,4.6667,-1.993023
1000,9.3750,6.3333,-1.747646
1000,47.9167,-3.6667,-3.370795
1000,28.1250,1.3333,-0.612519
1000,11.4583,8.0000,-1.747312
1000,32.2917,-6.6667,-3.363439
1000,34.3750,7.0000,-1.349170
1000,41.6667,-6.3333,-3.358313
1000,38.5417,-0.6667,-3.362593
1000,31.2500,2.3333,-0.586737
1000,37.5000,-6.3333,-3.361762
1000,12.5000,-5.3333,-1.747478
1000,39.5833,-0.3333,-3.368499
1000,7.2917,1.3333,-1.591974
1000,5.2083,-6.3333,-1.747356
1000,6.2500,-2.0000,-1.868687
1000,25.0000,-6.3333,-1.747326
1000,30.2083,0.0000,-3.335675
1000,12.5000,-6.6667,-1.747258
1000,5.2083,4.6667,-1.747239
1000,38.5417,-4.6667,-3.360622
1000,6.2500,-7.0000,-1.747406
1000,45.8333,3.6667,-0.963305
1000,29.1667,3.3333,-0.646044
1000,46.8750,5.3333,-1.509753
1000,47.9167,0.0000,-2.750115
1000,2.0833,-6.0000,-1.747166
1000,19.7917,-0.6667,-3.351543
1000,27.0833,-3.6667,-3.349865
1000,34.3750,-7.0000,-3.359102
1000,10.4167,-7.0000,-1.747527
1000,30.2083,-4.3333,-3.355799
1000,3.1250,-0.6667,-2.366945
1000,18.7500,-4.3333,-3.359714
1000,37.5000,-5.0000,-3.354374
1000,29.1667,5.3333,-1.242472
1000,17.7083,-5.3333,-1.747537
1000,42.7083,6.6667,-1.047729
1000,37.5000,4.0000,-1.156158
1000,20.8333,7.0000,-0.940832
1000,45.8333,-7.6667,-3.361028
1000,21.8750,-6.0000,-1.747294
1000,47.9167,-5.3333,-3.363415
1000,16.6667,-2.0000,-3.343696
1000,30.2083,-5.3333,-3.365952
1000,20.8333,5.3333,-1.519385
1000,47.9167,-6.6667,-3.350295
1000,37.5000,7.3333,-1.002947
1000,22.9167,-4.3333,-3.348583
1000,20.8333,-7.0000,-1.747355
1000,48.9583,0.0000,-2.619341
1000,0.0000,2.6667,0.013088
1000,41.6667,-1.6667,-3.354374
1000,31.2500,1.3333,-0.666204
1000,2.0833,-5.3333,-1.747294
1000,15.6250,-5.3333,-1.747502
1000,5.2083,-2.0000,-2.044673
1000,31.2500,-7.6667,-1.747355
1000,44.7917,4.6667,-1.933947
1000,6.2500,-0.3333,-2.486971
1000,35.4167,-6.3333,-3.358435
1000,28.1250,0.6667,-0.541985
1000,11.4583,5.0000,-1.747222
1000,37.5000,-3.6667,-3.359880
1000,3.1250,-2.0000,-1.870816
1000,11.4583,-7.3333,-1.747503
1000,11.4583,4.3333,-1.747325
1000,28.1250,8.0000,-1.315316
1000,7.2917,-7.6667,-1.747239
1000,39.5833,-3.3333,-3.354965
1000,4.1667,-4.3333,-1.747295
1000,23.9583,-4.3333,-3.354554
1000,1.0417,7.3333,-1.747479
1000,36.4583,0.6667,-0.920312
1000,18.7500,-2.6667,-3.353880
1000,18.7500,-6.6667,-1.747255
1000,39.5833,-4.3333,-3.355736
1000,18.7500,5.3333,-1.438692
1000,25.0000,7.0000,-1.239871
1000,19.7917,0.0000,-2.450114
1000,16.6667,-1.3333,-3.359665
1000,45.8333,4.3333,-2.163181
1000,45.8333,0.0000,-2.588328
1000,9.3750,-6.3333,-1.747646
1000,5.2083,7.6667,-1.747374
1000,43.7500,-4.0000,-3.361984
1000,44.7917,-5.6667,-3.361968
1000,41.6667,4.3333,-1.867830
1000,25.0000,-3.0000,-3.357094
1000,1.0417,-6.0000,-1.747362
1000,50.0000,5.0000,-1.877119
1000,38.5417,-2.0000,-3.357482
1000,8.3333,-6.6667,-1.747459
1000,4.1667,0.3333,-1.765980
1000,17.7083,4.6667,-1.708220
1000,4.1667,-2.0000,-1.994327
1000,11.4583,-4.6667,-1.747263
1000,2.0833,-2.0000,-1.809753
1000,36.4583,-2.6667,-3.350511
1000,11.4583,-7.6667,-1.747274
1000,31.2500,5.6667,-1.369290
1000,30.2083,-1.3333,-3.340736
1000,48.9583,-0.3333,-3.357506
1000,33.3333,1.6667,-0.631066
1000,22.9167,7.6667,-1.234945
1000,46.8750,6.0000,-1.851241
1000,4.1667,3.6667,-1.747224
1000,22.9167,-3.0000,-3.348615
1000,23.9583,-7.3333,-1.747320
1000,42.7083,-1.6667,-3.353056
1000,16.6667,-6.3333,-1.747387
1000,22.9167,5.3333,-1.449932
1000,42.7083,7.3333,-1.728340
1000,29.1667,-0.3333,-3.355548
1000,50.0000,-6.6667,-3.362423
1000,27.0833,4.3333,-1.458417
1000,29.1667,6.3333,-1.504545
1000,28.1250,-2.0000,-3.364999
1000,30.2083,6.0000,-1.408337
1000,16.6667,7.6667,-1.747343
1000,12.5000,6.3333,-1.747605
1000,10.4167,-3.3333,-1.747339
1000,28.1250,-5.0000,-3.350493
1000,46.8750,-2.3333,-3.359416
1000,31.2500,-3.6667,-3.357970
1000,3.1250,6.0000,-1.747008
1000,10.4167,4.3333,-1.747330
1000,10.4167,-2.6667,-1.747330
1000,33.3333,4.3333,-1.288653
1000,9.3750,1.3333,-0.949541
1000,16.6667,6.6667,-1.163000
1000,19.7917,6.3333,1.703933
1000,42.7083,2.0000,-0.816710
1000,39.5833,2.3333,-0.887035
1000,34.3750,4.3333,-1.671971
1000,22.9167,-1.0000,-3.357684
1000,21.8750,1.6667,-0.209943
1000,16.6667,-5.6667,-1.747397
1000,42.7083,6.0000,-1.794783
1000,2.0833,-2.6667,-1.014418
1000,16.6667,2.3333,-0.617546
1000,36.4583,-2.0000,-3.357993
1000,8.3333,-6.0000,-1.747258
1000,28.1250,3.3333,-0.531808
1000,3.1250,0.0000,-1.728759
1000,48.9583,3.6667,-0.967604
1000,50.0000,-6.3333,-3.359184
1000,11.4583,-8.0000,-1.747312
1000,7.2917,-2.6667,-1.481636
1000,50.0000,4.6667,-2.086743
1000,21.8750,2.6667,-0.558540
1000,2.0833,-2.3333,-1.095323
1000,35.4167,3.6667,-0.850766
1000,37.5000,-4.0000,-3.355105
1000,15.6250,-1.0000,-3.351858
1000,6.2500,0.6667,-1.259161
1000,30.2083,-1.6667,-3.356987
1000,50.0000,7.6667,-2.118373
1000,41.6667,6.3333,-1.397618
1000,18.7500,1.6667,-0.112860
1000,25.0000,-3.3333,-3.353001
1000,46.8750,-5.6667,-3.353892
1000,39.5833,-1.0000,-3.345295
1000,37.5000,-8.0000,-3.354553
1000,6.2500,4.6667,-1.747256
1000,18.7500,-1.0000,-3.334331
1000,50.0000,8.0000,-2.159706
1000,10.4167,-5.0000,-1.747220
1000,26.0417,-7.6667,-1.747351
1000,15.6250,-3.3333,-3.349867
1000,33.3333,-5.6667,-3.349312
1000,14.5833,-1.0000,-3.345466
1000,32.2917,3.3333,-0.559248
1000,44.7917,4.3333,-2.062764
1000,50.0000,3.6667,-0.998748
1000,12.5000,5.3333,-1.747478
1000,41.6667,-2.6667,-3.353132
1000,11.4583,7.3333,-1.747503
1000,32.2917,-2.6667,-3.362161
1000,0.0000,7.6667,0.014020
1000,50.0000,0.0000,-2.200323
1000,19.7917,-6.0000,-1.747284
1000,38.5417,5.0000,-1.860969
1000,36.4583,8.0000,-0.505407
1000,28.1250,0.3333,-0.740595
1000,18.7500,8.0000,-1.677113
1000,17.7083,-7.3333,-1.747195
1000,47.9167,-4.6667,-3.359810
1000,34.3750,5.0000,0.800632
1000,43.7500,-5.3333,-3.364234
1000,3.1250,-1.3333,-2.084102
1000,46.8750,7.0000,-1.503066
1000,8.3333,3.0000,-1.747236
1000,14.5833,-5.3333,-1.747484
1000,27.0833,-5.6667,-3.354018
1000,22.9167,-6.0000,-1.747308
1000,21.8750,-6.6667,-1.747276
1000,38.5417,4.6667,-1.833194
1000,27.0833,3.6667,-0.515753
1000,1.0417,1.3333,-1.629154
1000,26.0417,7.3333,-0.199654
1000,14.5833,-3.3333,-3.343094
1000,2.0833,-5.0000,-1.747424
1000,13.5417,-4.0000,-1.747188
1000,38.5417,3.3333,-0.801153
1000,44.7917,5.3333,-1.885233
1000,44.7917,-2.0000,-3.367454
1000,40.6250,-1.6667,-3.362152
1000,28.1250,-6.0000,-3.353954
1000,26.0417,6.6667,-0.773771
1000,44.7917,-0.3333,-3.357563
1000,32.2917,1.6667,-0.698691
1000,8.3333,-5.0000,-1.747199
1000,26.0417,5.0000,-1.112567
1000,30.2083,-7.0000,-1.747365
1000,31.2500,-4.6667,-3.348956
1000,3.1250,-1.6667,-1.971592
1000,19.7917,1.0000,-0.321108
1000,14.5833,-5.0000,-1.747234
1000,5.2083,0.0000,-1.311879
1000,48.9583,8.0000,-2.108887
1000,50.0000,6.0000,-1.965809
1000,30.2083,-7.6667,-1.747343
1000,9.3750,-0.6667,-0.950223
1000,37.5000,-5.6667,-3.355575
1000,9.3750,-4.6667,-1.747254
1000,41.6667,6.6667,-0.923743
1000,6.2500,6.6667,-1.747259
1000,35.4167,4.6667,-1.807165
1000,33.3333,2.6667,-0.778497
1000,4.1667,8.0000,-1.747420
1000,4.1667,5.3333,-1.747378
1000,40.6250,-4.6667,-3.356472
1000,6.2500,4.3333,-1.747334
1000,40.6250,-5.3333,-3.358851
1000,9.3750,-4.0000,-1.747185
1000,7.2917,-6.6667,-1.747619
1000,30.2083,-5.6667,-3.361800
1000,5.2083,-3.0000,-1.218742
1000,3.1250,-3.3333,-1.434923
1000,26.0417,1.0000,-0.400907
1000,9.3750,3.6667,-1.747228
1000,32.2917,0.6667,-0.755574
1000,26.0417,-4.3333,-3.352358
1000,35.4167,-0.6667,-3.366426
1000,1.0417,-7.3333,-1.747479
1000,17.7083,-1.0000,-3.349995
1000,2.0833,-1.0000,-2.133635
1000,19.7917,2.6667,-0.624321
1000,10.4167,1.6667,-0.752201
1000,29.1667,-5.0000,-3.363315
1000,45.8333,-1.3333,-3.358780
1000,21.8750,-4.6667,-3.356057
1000,39.5833,3.0000,-0.731873
1000,29.1667,4.3333,-0.611989
1000,30.2083,-8.0000,-1.747476
1000,41.6667,5.6667,-1.745155
1000,28.1250,7.6667,1.010936
1000,47.9167,7.6667,-2.130900
1000,22.9167,-3.3333,-3.332008
1000,33.3333,6.0000,-1.242428
1000,18.7500,0.3333,-0.219001
1000,38.5417,7.3333,-1.231602
1000,37.5000,2.3333,-0.759656
1000,5.2083,8.0000,-1.747333
1000,38.5417,2.0000,-0.791184
1000,6.2500,-5.6667,-1.747524
1000,35.4167,1.6667,-0.756135
1000,14.5833,5.6667,-1.747418
1000,14.5833,-4.6667,-1.747266
1000,20.8333,-3.6667,-3.350326
1000,50.0000,2.0000,-0.874384
1000,29.1667,5.6667,-1.275482
1000,47.9167,5.0000,-1.669259
1000,25.0000,3.3333,-0.782016
1000,43.7500,-2.3333,-3.363843
1000,22.9167,-7.0000,-1.747182
1000,14.5833,1.3333,-0.276628
1000,41.6667,0.0000,-2.689448
1000,47.9167,5.6667,-1.899885
1000,39.5833,7.0000,-1.376099
1000,8.3333,4.0000,-1.747183
1000,27.0833,8.0000,-0.513638
1000,2.0833,5.6667,-1.747287
1000,15.6250,4.3333,-1.478749
1000,50.0000,-8.0000,-3.345658
1000,14.5833,7.3333,-1.747260
1000,41.6667,-3.0000,-3.364252
1000,31.2500,3.0000,-0.654291
1000,31.2500,4.6667,1.060854
1000,1.0417,-5.0000,-1.747282
1000,13.5417,1.6667,-0.424614
1000,23.9583,1.0000,-0.377381
1000,27.0833,-0.3333,-3.365636
1000,32.2917,2.6667,-0.705187
1000,44.7917,-4.3333,-3.359169
1000,27.0833,4.0000,-0.976104
1000,0.0000,-3.3333,0.005529
1000,44.7917,5.0000,-1.969805
1000,14.5833,3.6667,-0.826147
1000,45.8333,5.0000,-2.017825
1000,39.5833,5.6667,-1.704835
1000,9.3750,2.0000,-1.362823
1000,0.0000,3.0000,0.008947
1000,26.0417,8.0000,-1.468605
1000,48.9583,4.6667,-1.863814
1000,20.8333,-8.0000,-1.747295
1000,13.5417,-5.0000,-1.747226
1000,7.2917,-3.6667,-1.709102
1000,35.4167,5.3333,0.079584
1000,42.7083,-7.6667,-3.339997
1000,22.9167,-5.3333,-3.365509
1000,25.0000,7.3333,0.794727
1000,41.6667,7.3333,-1.626961
1000,29.1667,7.6667,0.433565
1000,1.0417,4.0000,-1.747223
1000,17.7083,-4.6667,-1.747270
1000,17.7083,-0.6667,-3.340247
1000,37.5000,-4.6667,-3.356821
1000,36.4583,2.3333,-0.748481
1000,13.5417,4.3333,-1.342683
1000,5.2083,-2.3333,-1.642297
1000,34.3750,8.0000,-0.377417
1000,43.7500,2.0000,-0.784353
1000,3.1250,5.0000,-1.747276
1000,10.4167,4.6667,-1.747259
1000,1.0417,-2.3333,-1.569728
1000,36.4583,5.3333,-1.861828
1000,23.9583,-2.0000,-3.355251
1000,6.2500,-5.3333,-1.747550
1000,26.0417,3.6667,-0.701159
1000,1.0417,6.0000,-1.747362
1000,18.7500,-3.6667,-3.355266
1000,50.0000,-3.3333,-3.351358
1000,43.7500,-1.6667,-3.364047
1000,4.1667,2.0000,-1.791011
1000,18.7500,3.3333,-0.847872
1000,33.3333,7.3333,-1.488904
1000,22.9167,-0.3333,-3.341428
1000,29.1667,-1.6667,-3.358929
1000,39.5833,0.0000,-3.313509
1000,0.0000,3.3333,0.004528
1000,1.0417,-3.0000,-1.421366
1000,15.6250,-3.0000,-3.342726
1000,23.9583,1.6667,-0.350706
1000,23.9583,5.0000,-1.366881
1000,33.3333,1.0000,-0.741658
1000,48.9583,-4.3333,-3.355873
1000,18.7500,6.3333,1.481692
1000,23.9583,7.0000,0.047637
1000,39.5833,-6.6667,-3.352118
1000,47.9167,1.6667,-0.879045
1000,1.0417,-5.6667,-1.747304
1000,37.5000,1.0000,-0.733088
1000,14.5833,-6.6667,-1.747277
1000,8.3333,-7.6667,-1.747220
1000,29.1667,-4.0000,-3.351195
1000,17.7083,1.3333,-0.171575
1000,7.2917,-0.3333,-1.197887
1000,22.9167,7.0000,0.853794
1000,5.2083,-7.0000,-1.747468
1000,26.0417,-5.0000,-3.348686
1000,50.0000,-1.3333,-3.359015
1000,47.9167,2.0000,-0.805852
1000,20.8333,2.0000,-0.700874
1000,0.0000,-7.3333,-0.000046
1000,43.7500,7.3333,-1.739514
1000,5.2083,6.0000,-1.747210
1000,1.0417,-4.6667,-1.747284
1000,36.4583,5.0000,-2.158358
1000,11.4583,-1.6667,-0.418148
1000,32.2917,3.0000,-0.650211
1000,38.5417,-5.6667,-3.350327
1000,25.0000,2.0000,-0.434292
1000,45.8333,8.0000,-2.068833
1000,12.5000,-2.6667,-0.647489
1000,28.1250,-5.6667,-3.367057
1000,40.6250,5.6667,-1.800743
1000,30.2083,4.3333,-0.148982
1000,25.0000,4.0000,-1.161434
1000,30.2083,-3.6667,-3.356236
1000,1.0417,2.3333,-1.437274
1000,48.9583,-8.0000,-3.351511
1000,25.0000,-5.6667,-3.362243
1000,11.4583,0.6667,-0.541030
1000,30.2083,7.6667,-0.130694
1000,14.5833,-8.0000,-1.747355
1000,48.9583,-7.3333,-3.361893
1000,5.2083,1.0000,-1.714972
1000,30.2083,1.0000,-0.674971
1000,43.7500,-3.0000,-3.362105
1000,26.0417,-8.0000,-1.747455
1000,35.4167,0.0000,-3.210817
1000,29.1667,3.0000,-0.200049
1000,43.7500,3.3333,-0.952482
1000,11.4583,-2.6667,-0.750658
1000,39.5833,6.6667,-0.913500
1000,18.7500,7.6667,-1.823868
1000,19.7917,-6.6667,-1.747251
1000,48.9583,-7.6667,-3.360856
1000,47.9167,0.6667,-0.953193
1000,48.9583,2.0000,-0.848907
1000,6.2500,1.6667,-0.312777
1000,33.3333,-3.6667,-3.364067
1000,19.7917,-7.3333,-1.747222
1000,29.1667,4.6667,-0.866983
1000,3.1250,-6.6667,-1.747215
1000,50.0000,-1.6667,-3.353432
1000,26.0417,1.6667,-0.499407
1000,0.0000,4.0000,0.006532
1000,16.6667,-5.0000,-1.747226
1000,16.6667,8.0000,-1.747432
1000,16.6667,4.3333,-1.836691
1000,25.0000,6.0000,-1.394306
1000,34.3750,1.0000,-0.852592
1000,32.2917,-5.6667,-3.337927
1000,9.3750,7.0000,-1.747455
1000,6.2500,-3.0000,-1.216263
1000,38.5417,-1.0000,-3.357628
1000,23.9583,-1.3333,-3.359674
1000,4.1667,6.0000,-1.747144
1000,50.0000,0.3333,-0.922155
1000,16.6667,0.6667,0.211879
1000,43.7500,0.3333,-0.915938
1000,3.1250,-5.6667,-1.747314
1000,44.7917,6.6667,-1.017228
1000,21.8750,8.0000,-1.317833
1000,23.9583,8.0000,-2.048687
1000,23.9583,0.6667,-0.430243
1000,14.5833,2.0000,-0.487073
1000,31.2500,7.6667,-1.134902
1000,47.9167,-5.0000,-3.363303
1000,16.6667,4.6667,-1.314969
1000,5.2083,2.6667,-1.747330
1000,39.5833,-3.6667,-3.357865
1000,26.0417,-5.3333,-3.352737
1000,29.1667,1.0000,-0.720282
1000,11.4583,6.3333,-1.747606
1000,13.5417,2.6667,-1.066915
1000,16.6667,-3.6667,-3.362373
1000,43.7500,-2.0000,-3.357282
1000,38.5417,-7.3333,-3.359136
1000,0.0000,5.3333,0.002063
1000,13.5417,-5.3333,-1.747488
1000,22.9167,-5.6667,-1.747331
1000,46.8750,2.3333,-0.918181
1000,22.9167,-5.0000,-3.354308
1000,35.4167,6.3333,-1.137123
1000,23.9583,-0.6667,-3.363435
1000,47.9167,-0.3333,-3.360121
1000,45.8333,1.6667,-0.851429
1000,25.0000,1.0000,-0.157432
1000,42.7083,6.3333,-1.272995
1000,44.7917,-3.3333,-3.355400
1000,25.0000,0.3333,-0.453842
1000,50.0000,2.3333,-0.878742
1000,28.1250,-1.0000,-3.350974
1000,36.4583,-7.0000,-3.355159
1000,25.0000,-2.0000,-3.348148
1000,11.4583,0.3333,-0.561408
1000,47.9167,7.0000,-1.466449
1000,18.7500,-1.6667,-3.352163
1000,0.0000,0.6667,0.001145
1000,37.5000,-1.6667,-3.361891
1000,46.8750,3.0000,-0.864822
1000,44.7917,-4.6667,-3.365399
1000,17.7083,-7.6667,-1.747341
1000,11.4583,2.3333,0.114648
1000,39.5833,-7.6667,-3.365378
1000,2.0833,-0.6667,-2.250868
1000,46.8750,-2.0000,-3.352224
1000,23.9583,-4.6667,-3.358043
1000,37.5000,6.3333,-1.034311
1000,42.7083,-7.0000,-3.338816
1000,25.0000,-5.0000,-3.343267
1000,33.3333,7.0000,-1.377737
1000,25.0000,6.3333,-1.422104
1000,4.1667,-7.3333,-1.747384
1000,4.1667,-7.0000,-1.747374
1000,17.7083,-3.6667,-3.355223
1000,45.8333,-4.0000,-3.345228
1000,28.1250,1.6667,-0.591499
1000,12.5000,1.3333,0.110909
1000,11.4583,-3.6667,-1.747228
1000,23.9583,7.3333,0.125357
1000,46.8750,-6.6667,-3.348807
1000,36.4583,1.6667,-0.751683
1000,13.5417,7.6667,-1.747186
1000,26.0417,-6.0000,-3.353570
1000,46.8750,-8.0000,-3.347694
1000,4.1667,5.6667,-1.747395
1000,33.3333,-1.6667,-3.350563
1000,8.3333,8.0000,-1.747386
1000,26.0417,-4.6667,-3.356986
1000,37.5000,-0.6667,-3.358228
1000,46.8750,-6.0000,-3.347895
1000,9.3750,4.6667,-1.747254
1000,25.0000,-4.6667,-3.333646
1000,23.9583,-2.6667,-3.352121
1000,27.0833,-4.3333,-3.356399
1000,0.0000,-4.0000,0.003827
1000,23.9583,6.6667,-0.359768
1000,30.2083,3.6667,-0.246640
1000,4.1667,-0.6667,-1.817039
1000,17.7083,-6.0000,-1.747297
1000,34.3750,5.6667,-0.615501
1000,41.6667,-3.3333,-3.362203
1000,10.4167,-8.0000,-1.747391
1000,38.5417,2.3333,-0.764645
1000,15.6250,-6.3333,-1.747417
1000,37.5000,3.0000,-0.778691
1000,27.0833,5.3333,-1.062749
1000,1.0417,-4.0000,-1.571907
1000,33.3333,-7.6667,-1.747353
1000,10.4167,1.3333,-0.407229
1000,15.6250,5.0000,-1.357192
1000,40.6250,-4.0000,-3.355272
1000,2.0833,0.6667,-2.168243
1000,29.1667,-0.6667,-3.352767
1000,26.0417,2.6667,-0.281572
1000,31.2500,0.3333,-0.770142
1000,11.4583,-6.6667,-1.747412
1000,28.1250,-3.3333,-3.357126
1000,11.4583,2.6667,-0.994695
1000,6.2500,-7.6667,-1.747181
1000,18.7500,2.6667,-0.736992
1000,3.1250,-4.6667,-1.747323
1000,9.3750,1.0000,-0.827277
1000,15.6250,3.0000,-0.544130
1000,47.9167,-7.0000,-3.342322
1000,37.5000,6.0000,0.930133
1000,43.7500,-5.6667,-3.348781
1000,9.3750,-1.3333,-2.014396
1000,11.4583,-2.0000,-0.674544
1000,38.5417,1.3333,-0.900339
1000,34.3750,1.3333,-0.714602
1000,48.9583,5.6667,-1.932742
1000,7.2917,-2.0000,-1.856586
1000,12.5000,-7.6667,-1.747259
1000,7.2917,8.0000,-1.747418
1000,25.0000,0.6667,-0.378272
1000,0.0000,-6.3333,0.233160
1000,14.5833,-6.0000,-1.747320
1000,31.2500,-2.0000,-3.357125
1000,40.6250,3.0000,-0.842669
1000,26.0417,-6.3333,-1.747328
1000,10.4167,-4.0000,-1.747186
1000,37.5000,-6.6667,-3.360612
1000,5.2083,0.6667,-1.443830
1000,29.1667,1.6667,-0.603534
1000,22.9167,1.0000,-0.349629
1000,47.9167,-2.6667,-3.360268
1000,16.6667,-1.0000,-3.349567
1000,13.5417,-7.6667,-1.747186
1000,32.2917,-4.3333,-3.347147
1000,28.1250,-2.3333,-3.356345
1000,12.5000,0.3333,-0.663808
1000,10.4167,-2.0000,-0.849950
1000,18.7500,-8.0000,-1.747471
1000,46.8750,-4.0000,-3.351547
1000,22.9167,2.3333,-0.643591
1000,8.3333,-4.0000,-1.747183
1000,0.0000,-5.0000,0.007115
1000,16.6667,-6.0000,-1.747296
1000,26.0417,-0.3333,-3.363829
1000,28.1250,3.6667,-0.793181
1000,38.5417,-3.6667,-3.347432
1000,35.4167,-4.6667,-3.356185
1000,4.1667,2.6667,-1.747329
1000,25.0000,-6.0000,-1.747316
1000,36.4583,0.3333,-0.866308
1000,4.1667,1.3333,-1.997463
