gamma21,f_avg,delta1,log10_nmse
1.4,22.6531,-6.3590,-1.779921
2.2,18.9796,5.1282,-1.048555
0.2,19.7959,5.1282,-2.149989
1.0,12.8571,0.2051,-0.631716
1.4,15.3061,-3.4872,-1.759506
1.0,10.0000,-1.0256,-0.957286
0.2,25.1020,5.1282,-1.978403
0.2,16.1224,4.7179,-2.197130
0.6,19.3878,7.1795,-2.186416
1.4,27.5510,0.6154,-0.320087
2.2,18.5714,0.6154,-1.053119
1.8,24.2857,3.4872,-1.267843
0.2,16.5306,-7.1795,-1.784744
2.2,10.4082,-8.0000,-1.772070
1.8,16.9388,-2.2564,-3.362003
0.2,12.0408,-7.5897,-1.778969
1.8,16.9388,-7.5897,-1.778968
0.6,29.5918,-1.8462,-2.228333
2.2,28.7755,-2.2564,-3.355747
0.6,26.7347,6.7692,-1.345800
0.6,14.4898,-0.2051,-2.572839
1.4,26.3265,7.1795,-0.994072
0.2,11.2245,-3.8974,-1.780419
0.6,29.5918,5.9487,-1.417175
1.4,25.5102,-4.3077,-2.452437
2.2,14.8980,-6.3590,-1.779922
0.2,17.3469,-3.8974,-2.357307
1.0,12.8571,-0.6154,-2.408426
1.8,22.2449,2.2564,-0.601738
1.8,12.8571,5.1282,-1.780471
1.0,21.4286,3.0769,-0.740735
2.2,21.0204,-1.4359,-3.355280
1.8,11.2245,2.6667,-1.772073
1.4,14.4898,7.1795,-1.784744
0.6,10.0000,4.7179,-1.783809
0.2,23.0612,1.8462,-0.713990
2.2,19.3878,3.4872,-1.828607
1.0,25.1020,-5.9487,-1.784400
1.4,26.3265,3.0769,-0.616191
1.4,24.6939,4.7179,-1.694318
1.8,25.5102,5.5385,-1.618302
0.2,24.2857,-4.7179,-3.265997
1.4,11.6327,-6.7692,-1.769609
0.6,10.8163,5.1282,-1.780471
2.2,13.6735,-7.5897,-1.778969
1.4,23.4694,3.8974,-1.307542
0.6,10.0000,8.0000,-1.772071
0.2,13.2653,2.6667,-2.007540
2.2,12.4490,-2.6667,-1.779040
0.6,25.5102,1.0256,-0.011670
0.2,30.0000,3.4872,-1.137176
0.2,10.8163,1.4359,-0.574469
1.0,23.4694,-4.3077,-2.851222
2.2,25.9184,-3.8974,-3.362029
1.0,17.7551,5.5385,-1.700583
0.2,12.0408,8.0000,-1.772071
2.2,16.9388,6.3590,-1.779922
2.2,13.6735,-6.3590,-1.779923
1.0,13.6735,-7.5897,-1.778969
1.0,12.8571,-4.3077,-1.764598
1.0,16.1224,3.0769,-0.222952
2.2,27.1429,1.8462,-0.456848
0.2,26.3265,2.2564,-1.066529
0.2,27.5510,2.6667,-0.822650
0.6,16.5306,5.5385,-1.784525
2.2,18.9796,-7.5897,-1.778968
2.2,30.0000,-7.1795,-1.784742
1.0,18.5714,1.0256,0.127108
1.0,28.7755,1.0256,-0.206887
0.6,17.7551,7.1795,-2.582354
0.6,14.4898,1.4359,0.233491
0.6,22.2449,-7.5897,-1.778967
0.2,24.6939,-5.1282,-3.303259
1.8,10.4082,-5.1282,-1.780471
0.6,12.0408,-7.1795,-1.784744
1.8,13.6735,6.7692,-1.769609
1.4,27.5510,-2.2564,-3.363248
1.0,28.7755,-5.5385,-2.900507
0.6,25.1020,-2.2564,-2.706308
1.4,18.1633,2.2564,0.064568
0.2,14.4898,1.8462,0.741399
1.4,27.9592,1.4359,-0.622806
2.2,27.5510,7.1795,-0.068038
2.2,19.3878,-3.4872,-3.360990
1.0,23.4694,-6.7692,-1.769604
0.2,22.2449,3.0769,-0.497831
0.2,21.4286,-5.1282,-2.843699
2.2,23.8776,5.9487,-0.688271
1.4,25.5102,-5.5385,-3.366034
2.2,22.2449,3.8974,-1.709691
1.0,13.2653,-6.7692,-1.769609
1.0,25.1020,-1.0256,-2.980058
1.0,23.4694,6.3590,-1.333695
1.0,30.0000,3.0769,-0.834265
1.0,14.8980,5.1282,-1.605397
1.0,27.5510,3.0769,-0.934315
0.2,28.3673,3.8974,-1.617535
2.2,12.0408,2.2564,-1.828768
1.8,18.9796,2.2564,-0.194141
1.4,10.8163,3.4872,-1.782603
0.6,10.4082,3.0769,-1.441851
1.4,12.0408,-6.7692,-1.769609
1.8,24.2857,2.6667,-1.051729
1.0,26.3265,-2.2564,-3.267083
0.6,14.8980,1.0256,0.164084
0.2,27.9592,-4.3077,-3.408302
1.0,13.2653,-7.5897,-1.778969
1.4,22.2449,0.2051,-1.918388
1.0,10.8163,-6.7692,-1.769607
1.0,13.2653,3.4872,-1.687913
1.8,28.3673,-3.0769,-3.361022
0.2,15.7143,-7.1795,-1.784743
2.2,23.4694,5.1282,-1.520232
2.2,17.7551,5.5385,0.807167
1.8,21.0204,-2.6667,-3.360215
1.8,16.1224,-3.8974,-1.780419
2.2,17.7551,-7.1795,-1.784743
1.0,27.1429,-3.0769,-2.298735
1.8,28.7755,-4.7179,-3.352998
0.2,20.2041,-3.0769,-3.034337
1.0,23.8776,-5.1282,-3.070333
1.4,21.8367,-4.3077,-3.191953
0.2,24.6939,7.5897,-0.990564
0.2,28.3673,-4.7179,-3.094228
1.8,16.9388,3.4872,-1.768605
1.0,21.4286,3.4872,-0.751075
1.4,17.7551,5.5385,-1.303516
0.2,25.1020,-0.2051,-3.207447
1.4,24.6939,4.3077,-1.680460
0.6,18.9796,-1.4359,-3.123525
2.2,10.0000,0.2051,-2.123874
0.2,30.0000,4.3077,-2.321456
1.4,15.3061,3.8974,-1.674405
0.2,23.8776,4.7179,-2.155286
2.2,25.1020,-0.2051,-3.248193
1.4,23.0612,5.5385,-1.491564
1.8,20.2041,-5.1282,-1.780472
1.8,21.4286,3.8974,-1.434946
0.2,23.0612,0.6154,0.256566
1.4,10.8163,6.3590,-1.779922
1.4,26.7347,-1.0256,-3.342041
1.8,21.0204,3.8974,-1.292920
0.6,13.6735,3.8974,-1.378357
0.6,16.1224,6.7692,-2.165651
0.6,15.3061,-1.0256,-3.265255
2.2,12.4490,-4.3077,-1.764598
2.2,11.2245,3.4872,-1.782603
0.6,26.3265,-7.5897,-1.778966
0.2,24.2857,-0.6154,-3.296113
1.0,14.0816,-0.6154,-1.581220
2.2,12.0408,-0.6154,-3.352646
1.8,10.0000,-8.0000,-1.772071
1.8,27.1429,-1.0256,-3.360388
1.4,17.3469,3.8974,-1.583375
1.0,11.6327,3.8974,-1.780453
2.2,19.7959,7.5897,1.858808
0.6,12.0408,-1.4359,-3.084078
1.4,23.8776,2.6667,-0.909292
0.6,17.3469,1.0256,-0.006944
1.0,14.4898,2.2564,-0.443766
1.4,27.5510,4.7179,-1.550637
1.0,24.6939,7.5897,-1.550968
1.8,14.0816,-6.3590,-1.779923
1.0,12.0408,-2.2564,-0.350422
1.0,10.0000,1.0256,-0.851654
0.6,10.0000,5.5385,-1.767052
1.4,25.1020,-6.7692,-1.769604
2.2,21.4286,-0.2051,-3.342653
2.2,12.8571,4.7179,-1.783809
1.8,15.3061,4.3077,-1.737711
0.6,23.4694,4.3077,-1.833348
1.4,28.3673,-5.1282,-3.373648
1.0,14.0816,8.0000,-1.772070
1.0,16.9388,-2.2564,-3.221248
1.8,20.6122,-5.9487,-1.784400
1.8,16.1224,-1.4359,-3.350746
2.2,22.2449,4.7179,-1.560029
1.0,14.4898,-8.0000,-1.772070
1.0,10.4082,3.8974,-1.780419
1.4,24.6939,-6.7692,-1.769604
2.2,14.0816,-1.4359,-3.350096
0.2,15.7143,-1.8462,-2.538331
1.8,11.2245,1.4359,-1.586446
1.4,18.9796,2.6667,-0.037444
0.2,14.4898,7.1795,-1.784744
1.8,24.2857,1.8462,-0.389685
1.0,25.9184,0.2051,-0.732788
1.0,25.5102,5.1282,-1.632502
0.6,18.9796,-5.5385,-1.767045
1.4,26.7347,-8.0000,-1.772064
1.4,23.4694,-8.0000,-1.772065
0.2,21.8367,-1.4359,-2.124473
1.4,29.5918,4.3077,-1.409355
1.4,19.7959,-1.8462,-3.361817
2.2,12.4490,5.1282,-1.780471
2.2,24.6939,2.2564,-0.890101
1.8,14.4898,-1.0256,-3.220363
1.4,16.9388,5.1282,-1.078061
2.2,24.6939,5.5385,-1.286899
1.8,28.3673,1.0256,-0.260936
1.0,16.5306,-1.4359,-3.368119
0.6,20.6122,-7.1795,-1.784744
1.8,19.7959,3.0769,0.069521
0.6,14.0816,4.3077,-2.060547
0.2,22.6531,6.3590,-1.678023
0.6,28.7755,-8.0000,-1.772063
1.0,11.2245,-2.6667,-1.779040
2.2,17.7551,6.3590,-1.779922
2.2,28.7755,-0.2051,-3.332467
1.8,22.2449,-4.7179,-3.375422
2.2,11.2245,-4.3077,-1.764598
0.6,14.8980,3.8974,-0.928612
1.0,11.2245,-5.9487,-1.784400
1.8,15.3061,5.5385,-1.767045
2.2,10.8163,-1.0256,-0.947758
0.6,28.3673,-5.5385,-2.128049
1.4,14.4898,0.6154,-1.048331
2.2,25.9184,-5.5385,-3.383012
1.4,21.0204,-0.2051,-3.303429
1.8,15.3061,-5.5385,-1.767045
1.0,20.2041,-4.7179,-3.216785
1.8,25.9184,2.2564,-0.681698
2.2,17.7551,-6.7692,-1.769606
1.8,27.5510,1.8462,-0.628668
1.0,26.3265,6.7692,-1.385478
1.4,10.8163,-2.6667,-1.779040
0.2,24.6939,1.4359,-0.914958
1.4,28.7755,0.6154,-0.526461
0.6,23.4694,0.6154,-0.071700
1.4,13.6735,1.4359,-0.165944
1.8,11.2245,6.7692,-1.769608
1.4,21.0204,-7.5897,-1.778967
1.0,23.8776,-5.9487,-1.784400
1.0,10.8163,4.7179,-1.783809
1.0,13.2653,-5.5385,-1.767053
1.8,24.2857,5.9487,-0.840713
0.2,12.0408,0.2051,-0.416420
0.6,11.2245,4.3077,-1.764598
1.8,23.4694,7.5897,-1.970058
0.6,20.6122,-2.2564,-3.339307
1.4,19.7959,-3.4872,-2.410175
1.4,25.1020,5.5385,-1.578740
0.2,27.5510,-5.1282,-2.981455
1.0,30.0000,4.7179,-1.492584
0.2,12.8571,5.5385,-1.767053
0.6,22.6531,-5.1282,-2.310317
0.6,29.1837,-5.5385,-2.472464
2.2,24.2857,-0.2051,-3.317100
1.4,25.5102,5.1282,-1.397027
0.6,26.3265,-1.8462,-3.325083
0.6,24.6939,-3.4872,-3.396827
1.4,16.9388,6.3590,-1.713531
1.0,21.4286,2.6667,-0.516148
2.2,16.5306,-4.7179,-1.783809
0.6,14.4898,-4.3077,-1.764599
1.8,25.9184,6.7692,-1.131506
1.8,26.7347,4.7179,-1.518099
1.4,27.1429,-3.4872,-3.070740
2.2,27.5510,6.3590,-0.989204
0.6,14.8980,-8.0000,-1.772069
1.4,28.3673,1.8462,-0.571003
2.2,13.6735,-5.9487,-1.784401
1.4,20.2041,3.0769,-0.604175
1.4,14.4898,-4.7179,-1.783809
0.2,12.4490,-1.4359,-3.162703
1.8,22.6531,-8.0000,-1.772065
1.4,14.0816,1.4359,-0.472813
2.2,11.6327,-7.1795,-1.784744
2.2,11.2245,1.0256,-0.860831
1.8,16.9388,2.6667,-1.547562
1.0,13.6735,-3.0769,-2.769484
1.0,10.4082,-0.2051,-3.178866
1.0,10.4082,1.0256,-0.605134
1.4,14.4898,-7.1795,-1.784744
0.6,10.8163,3.8974,-1.780419
1.0,23.4694,-7.1795,-1.784743
0.6,27.5510,-0.6154,-2.308348
0.2,14.0816,8.0000,-1.772070
1.4,22.2449,3.8974,-1.190284
0.6,14.8980,-3.0769,-3.151539
0.2,13.6735,-5.1282,-1.780472
1.8,12.4490,5.1282,-1.780471
1.0,20.2041,2.2564,-0.535335
0.6,11.2245,-6.7692,-1.769608
1.0,16.9388,3.8974,-0.077469
2.2,27.9592,-3.4872,-3.365303
0.6,25.5102,8.0000,-1.839502
1.4,10.8163,-6.7692,-1.769607
0.2,25.9184,3.8974,-1.510810
1.8,14.4898,1.8462,-1.482548
1.4,18.1633,0.2051,-2.485825
0.2,23.0612,-3.8974,-3.166286
2.2,28.3673,2.6667,-1.030018
2.2,25.5102,6.7692,-1.073969
1.0,27.5510,-6.3590,-1.779921
0.6,11.6327,5.5385,-1.767053
0.2,29.5918,0.6154,-0.333951
1.8,21.4286,-0.6154,-3.355183
1.0,12.4490,-6.7692,-1.769609
1.0,11.2245,-7.1795,-1.784744
1.0,28.3673,0.6154,-0.243030
1.4,28.7755,1.4359,-0.327064
2.2,18.9796,3.8974,-1.707806
0.6,10.0000,-0.2051,-3.233624
2.2,14.8980,-3.0769,-0.406588
1.0,17.3469,-2.6667,-2.175030
1.8,24.6939,6.7692,-1.110854
1.4,23.8776,6.7692,-0.588823
0.2,27.9592,-8.0000,-1.772064
2.2,20.2041,-7.1795,-1.784744
0.6,11.6327,5.9487,-1.784400
1.8,23.4694,-3.0769,-3.320381
1.4,17.3469,7.5897,-1.778968
0.2,19.3878,-3.0769,-3.344488
0.6,21.8367,-2.6667,-3.247144
0.6,16.1224,-5.5385,-1.767045
2.2,13.2653,-3.8974,-1.780419
0.6,19.7959,-6.3590,-1.779921
0.2,15.3061,-8.0000,-1.772069
1.0,10.8163,1.8462,0.120376
0.6,18.9796,-3.0769,-2.823492
0.2,18.9796,1.8462,-0.102524
0.6,25.5102,0.6154,-0.084722
1.0,25.5102,1.4359,-0.203931
0.6,30.0000,-2.2564,-3.176559
1.8,20.2041,-6.7692,-1.769605
0.2,11.6327,1.8462,0.772772
0.6,10.4082,4.3077,-1.764598
1.4,25.1020,-8.0000,-1.772065
2.2,14.0816,-2.6667,-0.898264
2.2,25.9184,5.9487,-0.926818
1.0,14.8980,-7.5897,-1.778969
0.6,16.1224,-6.7692,-1.769608
1.4,21.8367,1.0256,-0.748698
0.2,26.3265,0.2051,-0.674258
0.2,19.7959,6.3590,-1.707441
0.6,27.5510,6.7692,-1.495678
1.4,14.8980,5.5385,-1.767046
1.8,13.2653,5.9487,-1.784401
1.4,16.5306,2.2564,-0.147811
1.4,12.0408,1.8462,-1.603850
1.4,12.4490,-0.6154,-2.817952
0.6,23.4694,5.1282,-1.827548
1.4,17.7551,3.8974,-1.338418
2.2,11.2245,-7.1795,-1.784744
0.6,22.2449,7.5897,-1.936936
2.2,10.4082,-0.6154,-0.641444
2.2,10.8163,-7.5897,-1.778968
1.4,27.1429,-4.3077,-3.333338
0.2,12.4490,-3.4872,-1.782604
0.6,11.2245,-6.3590,-1.779922
1.4,30.0000,5.5385,-1.503850
1.4,21.0204,-5.1282,-1.780473
1.8,21.4286,2.2564,-0.553599
1.8,24.2857,-0.6154,-3.364995
0.2,28.7755,-1.0256,-3.230660
1.0,21.8367,-7.1795,-1.784744
0.6,22.6531,-1.0256,-2.120073
0.6,20.6122,-8.0000,-1.772066
2.2,16.1224,4.7179,-1.336845
1.4,10.0000,-3.8974,-1.780419
1.0,28.7755,6.7692,-1.263769
0.2,21.8367,-6.3590,-1.779921
1.0,15.3061,5.9487,-1.545160
0.6,26.7347,-0.2051,-3.341506
2.2,14.4898,-0.6154,-3.293400
1.0,26.3265,8.0000,-2.364846
1.8,18.9796,1.4359,-0.468753
1.4,18.1633,5.9487,1.050204
0.2,27.9592,-2.6667,-2.903813
2.2,20.6122,6.7692,-1.675685
1.4,21.4286,-2.6667,-3.038267
1.8,27.9592,-4.3077,-3.322461
1.8,22.6531,2.2564,-0.872358
1.4,24.2857,1.8462,-0.373486
2.2,12.4490,5.5385,-1.767053
0.2,29.1837,2.6667,-0.555179
1.4,29.1837,-1.4359,-3.324211
0.2,13.6735,-5.5385,-1.767046
1.4,12.8571,-3.8974,-1.780419
0.2,14.8980,4.7179,-2.103092
1.8,14.8980,4.3077,-1.727051
1.8,18.9796,-6.3590,-1.779922
0.2,12.4490,-6.3590,-1.779922
0.6,21.4286,3.8974,-0.980276
0.6,20.2041,-3.4872,-3.220744
1.0,28.7755,1.4359,-0.274733
0.2,23.8776,-3.4872,-3.265221
0.2,18.9796,-7.5897,-1.778968
1.8,14.0816,-1.4359,-3.347967
2.2,23.8776,4.3077,-1.574876
0.2,29.5918,4.7179,-1.223295
1.4,15.3061,-7.1795,-1.784744
0.2,13.6735,6.7692,-1.769609
1.8,12.8571,-0.6154,-3.351539
1.0,16.1224,-2.6667,-2.797786
1.0,29.1837,6.3590,-1.529829
1.0,25.1020,-7.5897,-1.778967
1.8,19.3878,8.0000,-1.677501
1.4,10.8163,-8.0000,-1.772071
1.0,20.6122,4.7179,-1.621745
0.6,11.6327,-1.4359,-2.125093
0.6,10.4082,-0.6154,-2.891663
1.0,19.3878,-4.3077,-3.038104
1.8,21.0204,-5.5385,-1.767045
1.8,10.4082,-5.5385,-1.767052
1.0,13.2653,4.7179,-1.784136
1.8,17.7551,5.5385,0.646691
2.2,25.1020,-3.0769,-3.361336
1.8,16.9388,4.7179,-1.711732
2.2,23.4694,-2.6667,-3.352968
1.0,25.9184,6.7692,-1.410442
1.8,29.5918,8.0000,-1.804054
0.2,18.9796,5.1282,-2.124731
1.0,14.0816,-2.6667,-2.266118
0.2,23.8776,1.8462,-0.792913
2.2,13.2653,-5.1282,-1.780471
0.2,18.9796,-0.2051,-2.484747
1.8,26.3265,3.0769,-1.067752
1.4,23.0612,7.1795,0.069827
1.4,21.4286,3.8974,-0.800145
1.0,20.2041,2.6667,-0.240246
1.0,29.1837,2.2564,-0.716725
0.2,17.3469,-6.3590,-1.779922
0.2,19.3878,1.4359,-0.594078
1.0,14.0816,-8.0000,-1.772070
0.2,20.6122,2.6667,-0.949437
1.4,10.8163,6.7692,-1.769607
0.2,18.9796,-6.3590,-1.779922
0.2,24.6939,6.3590,-1.695233
0.2,12.8571,5.1282,-1.899627
2.2,10.4082,0.2051,-1.934198
1.0,10.4082,1.4359,-0.038849
1.0,15.7143,-7.5897,-1.778968
0.2,12.8571,-6.3590,-1.779922
1.0,23.0612,7.5897,-1.830003
0.2,13.6735,-7.1795,-1.784743
0.2,10.8163,5.5385,-1.767053
0.6,24.2857,-3.0769,-2.692847
2.2,25.1020,5.5385,-1.387037
2.2,22.2449,-7.1795,-1.784743
1.8,18.5714,-0.2051,-3.357890
2.2,25.9184,1.4359,-0.308436
0.2,16.1224,3.4872,-1.636281
0.6,29.1837,7.5897,-0.962316
2.2,14.4898,4.3077,-1.462422
1.0,11.6327,1.0256,0.147456
0.2,17.7551,5.9487,-1.811258
1.8,12.0408,-6.7692,-1.769609
0.6,23.4694,-5.5385,-2.810226
2.2,26.3265,8.0000,-1.914508
0.6,27.9592,-1.4359,-3.170136
1.0,10.0000,-7.1795,-1.784744
1.8,18.9796,-3.8974,-3.366840
2.2,26.3265,6.3590,-0.748684
0.6,14.4898,2.6667,-0.249816
2.2,12.4490,-1.8462,-1.285926
1.4,30.0000,-3.0769,-3.373821
1.0,16.5306,0.2051,-0.848069
0.2,14.0816,-2.6667,-3.105904
2.2,21.0204,3.8974,-1.704895
2.2,25.5102,0.6154,-0.668167
1.0,23.0612,-1.0256,-2.417640
2.2,13.6735,-2.2564,-1.265537
1.0,18.9796,-2.2564,-3.348254
1.0,19.3878,-5.5385,-1.767045
1.0,28.3673,3.8974,-0.698296
2.2,26.7347,-1.4359,-3.350451
2.2,19.7959,-4.7179,-1.783809
2.2,20.6122,5.1282,-1.131640
2.2,19.3878,-8.0000,-1.772067
1.8,14.0816,7.1795,-1.784743
1.8,26.3265,-0.2051,-3.185366
0.2,18.1633,3.8974,-1.767976
2.2,19.7959,-0.6154,-3.358742
1.0,28.3673,3.0769,-1.006820
1.4,14.4898,-2.2564,-3.119292
1.4,13.6735,5.1282,-1.780472
0.6,26.3265,0.2051,-0.187999
0.6,14.0816,-6.7692,-1.769609
0.2,12.0408,4.7179,-1.683698
0.2,29.1837,4.7179,-1.279228
1.4,10.8163,-7.1795,-1.784744
1.0,18.5714,6.7692,-1.788163
1.8,21.0204,6.3590,-0.091865
2.2,12.8571,-1.0256,-3.350323
1.8,12.4490,-1.4359,-3.294424
2.2,20.2041,0.2051,-1.800676
0.2,27.9592,-1.0256,-2.623312
1.4,12.0408,-6.3590,-1.779922
1.8,17.3469,3.8974,-1.888958
1.8,14.8980,-0.6154,-3.352367
1.8,10.0000,6.3590,-1.779922
0.6,21.8367,-4.3077,-2.046606
0.6,12.8571,7.5897,-1.778969
1.4,24.2857,1.4359,-0.039995
0.2,17.7551,0.2051,-0.362270
1.0,20.2041,-3.8974,-3.380841
1.8,23.4694,1.4359,-0.240354
0.6,12.4490,3.0769,-1.282487
1.8,17.3469,5.1282,-1.397112
0.6,30.0000,-1.4359,-3.001851
0.6,24.2857,-5.1282,-1.577415
1.0,27.5510,6.3590,-1.497596
0.2,28.7755,1.4359,-0.818963
1.0,12.0408,5.9487,-1.784400
1.8,23.0612,-8.0000,-1.772065
0.2,23.8776,-6.7692,-1.769604
0.6,16.1224,1.8462,0.088906
0.6,27.9592,-3.4872,-3.105820
0.6,27.9592,5.1282,-1.341294
1.8,17.7551,1.4359,-0.545964
0.2,25.5102,3.0769,-0.822048
0.6,14.8980,-2.2564,-3.374331
1.0,29.5918,-3.4872,-3.273418
0.2,13.6735,-2.2564,-3.356748
0.6,11.2245,3.4872,-1.631322
1.0,24.2857,5.1282,-1.619693
1.4,17.3469,-3.4872,-3.367478
1.8,29.5918,-8.0000,-1.772063
2.2,26.7347,3.4872,-0.727491
0.6,19.3878,-7.5897,-1.778968
0.6,11.6327,-3.0769,-1.762535
1.0,23.0612,1.4359,0.252683
1.0,10.0000,6.7692,-1.769607
0.6,10.8163,-5.9487,-1.784400
1.8,26.3265,-8.0000,-1.772064
2.2,14.4898,-6.7692,-1.769609
0.2,27.9592,-3.4872,-1.695260
1.4,23.8776,-1.0256,-2.710176
1.4,14.8980,5.1282,-0.724659
2.2,15.3061,-7.1795,-1.784744
2.2,12.4490,3.8974,-1.780419
0.6,29.1837,3.4872,-0.969564
1.0,16.5306,3.8974,-0.450568
1.0,16.9388,-1.0256,-3.100608
1.4,12.4490,6.3590,-1.779922
1.4,14.0816,-8.0000,-1.772070
0.2,25.9184,-0.6154,-3.017538
1.8,10.0000,0.2051,-2.174755
1.8,29.5918,-5.9487,-3.382296
0.6,23.0612,-0.2051,-3.366905
1.8,17.7551,-2.6667,-3.364845
2.2,25.5102,-4.7179,-3.373406
2.2,24.2857,-6.7692,-1.769604
1.8,11.6327,-6.3590,-1.779922
0.6,20.2041,-5.5385,-1.767045
2.2,21.4286,-1.8462,-3.359349
0.2,15.7143,-3.4872,-3.392642
1.8,20.2041,-4.3077,-3.362039
0.6,12.4490,1.0256,0.012019
0.2,23.8776,-3.0769,-2.948720
1.8,23.4694,-3.8974,-3.315029
0.6,15.7143,-7.1795,-1.784743
0.2,17.7551,-6.3590,-1.779922
1.4,19.7959,-0.6154,-3.130628
2.2,10.4082,-4.3077,-1.764598
1.4,17.7551,-1.4359,-2.748507
1.0,27.5510,-5.1282,-3.377656
0.2,14.0816,-7.1795,-1.784743
0.6,28.7755,6.3590,-1.493868
0.6,29.1837,-1.8462,-3.331910
1.8,20.6122,1.4359,-0.168167
1.0,12.0408,5.1282,-1.780471
0.6,20.2041,-3.8974,-3.162237
0.6,29.5918,-7.1795,-1.784742
1.4,28.3673,3.4872,-1.047786
0.2,23.0612,7.5897,0.573538
1.8,13.6735,-3.0769,-1.762535
0.6,23.8776,1.8462,-0.721539
0.6,10.0000,1.4359,-0.808570
1.0,12.4490,5.9487,-1.784401
0.6,25.1020,5.5385,-1.756899
1.4,25.5102,-2.2564,-3.221077
1.0,24.2857,-3.4872,-3.382240
0.6,26.7347,5.1282,-1.749120
0.2,21.8367,6.7692,-1.765206
2.2,26.7347,2.6667,-1.051839
0.6,12.4490,5.9487,-1.784401
1.0,18.1633,-3.4872,-3.223783
0.6,30.0000,-7.1795,-1.784742
1.0,27.9592,7.5897,0.373402
2.2,20.6122,3.4872,-1.715553
1.4,12.0408,0.6154,-1.092946
1.4,14.4898,-3.8974,-1.780419
2.2,26.7347,1.8462,-0.504607
0.6,26.7347,4.7179,-1.923606
1.0,12.8571,-3.4872,-1.782604
1.0,10.0000,2.2564,-1.479673
1.4,10.8163,-1.4359,-0.682423
2.2,23.4694,6.3590,-1.241864
0.6,25.1020,3.0769,-0.600713
2.2,13.6735,1.0256,-0.987862
0.6,18.9796,-0.6154,-3.303634
1.8,25.9184,5.1282,-1.601821
1.0,27.9592,1.8462,-0.012495
1.0,23.4694,-0.2051,-3.288991
1.4,10.4082,7.1795,-1.784744
0.2,13.2653,-3.4872,-1.782604
0.6,16.9388,-3.4872,-3.252970
1.4,20.2041,5.5385,-1.314828
1.8,10.8163,-7.1795,-1.784744
0.6,27.1429,-5.1282,-2.721382
1.0,14.8980,3.0769,-0.702936
2.2,25.5102,5.9487,-0.994599
0.2,29.5918,-6.3590,-3.408185
0.2,18.5714,5.1282,-2.087715
0.6,12.8571,5.1282,-1.780471
1.8,26.3265,6.7692,-1.232899
1.0,10.4082,-7.1795,-1.784744
0.6,14.8980,-2.6667,-3.128800
0.2,17.7551,-7.1795,-1.784743
2.2,11.2245,-2.6667,-1.779040
2.2,24.2857,0.2051,-2.722163
1.8,21.4286,2.6667,-0.641814
1.8,26.3265,-2.6667,-3.359826
1.4,18.1633,1.8462,-0.045710
2.2,24.6939,-0.2051,-3.336447
2.2,28.7755,-4.7179,-3.370927
0.6,27.9592,-3.0769,-2.331901
1.4,24.6939,-1.4359,-3.357943
0.6,10.8163,-3.4872,-1.782603
1.0,21.8367,-2.6667,-2.797151
0.6,21.8367,7.1795,-1.483097
1.4,13.6735,5.5385,-1.767046
1.0,17.7551,6.7692,-1.971954
0.6,13.6735,0.2051,-0.151894
0.2,20.6122,1.8462,-0.208439
1.4,21.0204,3.0769,-0.853243
1.0,27.1429,-1.8462,-3.384726
2.2,27.9592,-4.7179,-3.369261
1.0,13.6735,6.7692,-1.769609
1.4,19.7959,1.0256,-0.398012
2.2,24.2857,-4.3077,-3.366001
2.2,12.0408,-1.8462,-1.223045
1.4,17.3469,5.5385,-1.037740
1.4,13.6735,7.1795,-1.784743
1.8,17.7551,-4.3077,-1.764599
0.2,27.5510,3.4872,-1.046818
1.4,29.1837,3.0769,-1.005530
0.2,26.3265,3.8974,-1.646524
1.8,24.2857,-2.6667,-3.297509
1.8,14.4898,-6.3590,-1.779922
0.2,30.0000,-5.9487,-1.936388
2.2,19.7959,0.6154,-0.742044
0.2,13.2653,-0.6154,-2.289143
1.8,24.6939,2.6667,-0.844739
1.4,13.6735,3.0769,-1.847324
1.0,19.3878,-3.4872,-3.033366
0.2,22.6531,2.6667,-0.726935
0.6,26.7347,6.3590,-1.571440
1.0,28.7755,-5.9487,-3.193673
1.4,12.8571,4.3077,-1.764598
1.0,20.6122,-1.4359,-3.141359
1.8,25.9184,-1.0256,-3.148477
2.2,20.6122,-7.5897,-1.778967
1.0,10.8163,-4.7179,-1.783809
2.2,20.6122,-4.3077,-3.362568
1.8,12.0408,1.8462,-1.503424
1.0,13.6735,-2.6667,-3.283611
2.2,16.1224,5.9487,-1.784401
1.4,26.3265,3.4872,-0.314642
1.8,11.6327,1.0256,-1.160579
1.8,21.8367,1.4359,-0.287455
1.0,18.9796,-5.9487,-1.784400
1.4,22.2449,-1.4359,-3.351252
1.0,27.1429,-0.6154,-3.360104
1.0,14.0816,-4.3077,-1.764599
1.8,30.0000,-6.7692,-1.769603
0.6,23.4694,-4.7179,-2.684459
1.8,15.3061,-1.0256,-3.245209
1.8,14.0816,5.5385,-1.767046
0.6,27.1429,-2.6667,-3.349545
0.6,27.9592,-0.6154,-2.944273
1.0,30.0000,-7.1795,-1.784742
2.2,28.3673,1.8462,-0.606174
0.2,19.7959,1.8462,0.030646
2.2,17.7551,-1.0256,-3.344341
1.0,10.8163,3.0769,-1.910237
1.0,16.5306,5.1282,-1.788342
0.2,14.8980,-0.2051,-3.163717
1.0,26.7347,-1.0256,-3.154584
0.6,26.7347,8.0000,-2.009137
