KAPPA,F_AVG,DELTA1,DELTA2,NMSE,log10_NMSE,COMB_QI,COMB_PULSING,COMB_MOD_RATIO
0.0000,25.8300,3.0700,1.5350,2.064858e-03,-2.6851,0,0,0.000000
0.0000,25.8300,3.4390,1.7195,7.437503e-04,-3.1286,0,0,0.000000
0.0000,25.8300,3.8080,1.9040,2.353458e-03,-2.6283,0,0,0.000000
0.0000,25.8300,4.1770,2.0885,8.230227e-04,-3.0846,0,0,0.000000
0.0000,25.8300,4.5460,2.2730,5.580141e-04,-3.2534,0,0,0.000000
0.0000,25.8300,4.9150,2.4575,1.657325e-02,-1.7806,0,0,0.000000
0.0000,25.8300,5.2840,2.6420,9.436638e-04,-3.0252,0,0,0.000000
0.0000,25.8300,5.6530,2.8265,3.377049e-02,-1.4715,0,0,0.000000
0.0000,25.8300,6.0220,3.0110,7.247443e-04,-3.1398,0,0,0.000000
0.0000,25.8300,6.3910,3.1955,1.985095e-02,-1.7022,0,0,0.000000
0.0000,25.8300,6.7600,3.3800,7.229603e-04,-3.1409,0,0,0.000000
0.0000,25.8300,7.1290,3.5645,3.759732e-03,-2.4248,0,0,0.000000
0.0000,25.8300,7.4980,3.7490,6.725122e-04,-3.1723,0,0,0.000000
0.0000,25.8300,7.8670,3.9335,4.400326e-04,-3.3565,0,0,0.000000
0.0000,26.1990,-8.0000,-4.0000,2.896550e-03,-2.5381,0,0,0.000000
0.0000,26.1990,-7.6310,-3.8155,5.250612e-04,-3.2798,0,0,0.000000
0.0000,26.1990,-7.2620,-3.6310,2.549031e-03,-2.5936,0,0,0.000000
0.0000,26.1990,-6.8930,-3.4465,9.318428e-04,-3.0307,0,0,0.000000
0.0000,26.1990,-6.5240,-3.2620,2.151377e-03,-2.6673,0,0,0.000000
0.0000,26.1990,-6.1550,-3.0775,4.878225e-04,-3.3117,0,0,0.000000
0.0000,26.1990,-5.7860,-2.8930,7.292896e-03,-2.1371,0,0,0.000001
0.0000,26.1990,-5.4170,-2.7085,1.887545e-02,-1.7241,0,0,0.000001
0.0000,26.1990,-5.0480,-2.5240,5.781972e-04,-3.2379,0,0,0.000000
0.0000,26.1990,-4.6790,-2.3395,7.255527e-04,-3.1393,0,0,0.000000
0.0000,26.1990,-4.3100,-2.1550,5.778450e-04,-3.2382,0,0,0.000000
0.0000,26.1990,-3.9410,-1.9705,4.668093e-04,-3.3309,0,0,0.000000
0.0000,26.1990,-3.5720,-1.7860,6.525674e-03,-2.1854,0,0,0.000000
0.0000,26.1990,-3.2030,-1.6015,1.775722e-02,-1.7506,0,0,0.000000
0.0000,26.1990,-2.8340,-1.4170,4.347648e-04,-3.3617,0,0,0.000000
0.0000,26.1990,-2.4650,-1.2325,1.231554e-03,-2.9095,0,0,0.000000
0.0000,26.1990,-2.0960,-1.0480,7.016611e-04,-3.1539,0,0,0.000000
0.0000,26.1990,-1.7270,-0.8635,4.933457e-04,-3.3068,0,0,0.000000
0.0000,26.1990,-1.3580,-0.6790,9.974344e-04,-3.0011,0,0,0.000000
0.0000,26.1990,-0.9890,-0.4945,2.099669e-03,-2.6778,0,0,0.000000
0.0000,26.1990,-0.6200,-0.3100,1.147198e-03,-2.9404,0,0,0.000005
0.0000,26.1990,-0.2510,-0.1255,6.642513e-04,-3.1777,0,0,0.000038
0.0000,26.1990,0.1180,0.0590,2.006143e-03,-2.6976,0,0,0.000036
0.0000,26.1990,0.4870,0.2435,1.290361e-03,-2.8893,0,0,0.000005
0.0000,26.1990,0.8560,0.4280,5.418508e-04,-3.2661,0,0,0.000000
0.0000,26.1990,1.2250,0.6125,4.684520e-04,-3.3293,0,0,0.000000
0.0000,26.1990,1.5940,0.7970,5.715815e-04,-3.2429,0,0,0.000000
0.0000,26.1990,1.9630,0.9815,4.520350e-04,-3.3448,0,0,0.000000
0.0000,26.1990,2.3320,1.1660,2.556277e-03,-2.5924,0,0,0.000000
0.0000,26.1990,2.7010,1.3505,4.730223e-04,-3.3251,0,0,0.000000
0.0000,26.1990,3.0700,1.5350,8.106654e-03,-2.0912,0,0,0.000000
0.0000,26.1990,3.4390,1.7195,7.732168e-03,-2.1117,0,0,0.000000
0.0000,26.1990,3.8080,1.9040,3.117321e-02,-1.5062,0,0,0.000000
0.0000,26.1990,4.1770,2.0885,1.183697e-03,-2.9268,0,0,0.000000
0.0000,26.1990,4.5460,2.2730,2.413642e-03,-2.6173,0,0,0.000000
0.0000,26.1990,4.9150,2.4575,6.747432e-04,-3.1709,0,0,0.000000
0.0000,26.1990,5.2840,2.6420,3.201636e-03,-2.4946,0,0,0.000000
0.0000,26.1990,5.6530,2.8265,6.420040e-04,-3.1925,0,0,0.000000
0.0000,26.1990,6.0220,3.0110,2.210720e-03,-2.6555,0,0,0.000000
0.0000,26.1990,6.3910,3.1955,4.776300e-04,-3.3209,0,0,0.000000
0.0000,26.1990,6.7600,3.3800,4.775781e-04,-3.3210,0,0,0.000000
0.0000,26.1990,7.1290,3.5645,7.348219e-03,-2.1338,0,0,0.000000
0.0000,26.1990,7.4980,3.7490,1.014207e-03,-2.9939,0,0,0.000000
0.0000,26.1990,7.8670,3.9335,1.593878e-03,-2.7975,0,0,0.000000
0.0000,26.5680,-8.0000,-4.0000,4.394313e-04,-3.3571,0,0,0.000000
0.0000,26.5680,-7.6310,-3.8155,6.018331e-04,-3.2205,0,0,0.000000
0.0000,26.5680,-7.2620,-3.6310,1.363862e-03,-2.8652,0,0,0.000000
0.0000,26.5680,-6.8930,-3.4465,6.805380e-04,-3.1671,0,0,0.000000
0.0000,26.5680,-6.5240,-3.2620,1.052393e-02,-1.9778,0,0,0.000000
0.0000,26.5680,-6.1550,-3.0775,9.146652e-04,-3.0387,0,0,0.000000
0.0000,26.5680,-5.7860,-2.8930,6.567975e-03,-2.1826,0,0,0.000001
0.0000,26.5680,-5.4170,-2.7085,5.988439e-03,-2.2227,0,0,0.000001
0.0000,26.5680,-5.0480,-2.5240,1.190517e-03,-2.9243,0,0,0.000000
0.0000,26.5680,-4.6790,-2.3395,5.939008e-04,-3.2263,0,0,0.000000
0.0000,26.5680,-4.3100,-2.1550,1.349114e-03,-2.8700,0,0,0.000000
0.0000,26.5680,-3.9410,-1.9705,5.797229e-04,-3.2368,0,0,0.000000
0.0000,26.5680,-3.5720,-1.7860,2.371703e-02,-1.6249,0,0,0.000000
0.0000,26.5680,-3.2030,-1.6015,6.184658e-03,-2.2087,0,0,0.000000
0.0000,26.5680,-2.8340,-1.4170,4.418218e-02,-1.3548,0,0,0.000000
0.0000,26.5680,-2.4650,-1.2325,9.763121e-03,-2.0104,0,0,0.000000
0.0000,26.5680,-2.0960,-1.0480,7.382577e-04,-3.1318,0,0,0.000000
0.0000,26.5680,-1.7270,-0.8635,4.432885e-04,-3.3533,0,0,0.000000
0.0000,26.5680,-1.3580,-0.6790,4.693684e-03,-2.3285,0,0,0.000000
0.0000,26.5680,-0.9890,-0.4945,7.726886e-04,-3.1120,0,0,0.000000
0.0000,26.5680,-0.6200,-0.3100,1.206105e-03,-2.9186,0,0,0.000004
0.0000,26.5680,-0.2510,-0.1255,4.313373e-02,-1.3652,0,0,0.000037
0.0000,26.5680,0.1180,0.0590,1.527948e-03,-2.8159,0,0,0.000035
0.0000,26.5680,0.4870,0.2435,4.033021e-03,-2.3944,0,0,0.000004
0.0000,26.5680,0.8560,0.4280,5.227684e-04,-3.2817,0,0,0.000000
0.0000,26.5680,1.2250,0.6125,9.713741e-04,-3.0126,0,0,0.000000
0.0000,26.5680,1.5940,0.7970,6.155744e-04,-3.2107,0,0,0.000000
0.0000,26.5680,1.9630,0.9815,9.432118e-04,-3.0254,0,0,0.000000
0.0000,26.5680,2.3320,1.1660,4.896814e-04,-3.3101,0,0,0.000000
0.0000,26.5680,2.7010,1.3505,1.618777e-02,-1.7908,0,0,0.000000
0.0000,26.5680,3.0700,1.5350,3.210522e-03,-2.4934,0,0,0.000000
0.0000,26.5680,3.4390,1.7195,6.992483e-03,-2.1554,0,0,0.000000
0.0000,26.5680,3.8080,1.9040,6.347455e-04,-3.1974,0,0,0.000000
0.0000,26.5680,4.1770,2.0885,5.404997e-03,-2.2672,0,0,0.000000
0.0000,26.5680,4.5460,2.2730,4.510610e-04,-3.3458,0,0,0.000000
0.0000,26.5680,4.9150,2.4575,3.243389e-03,-2.4890,0,0,0.000000
0.0000,26.5680,5.2840,2.6420,1.141218e-03,-2.9426,0,0,0.000000
0.0000,26.5680,5.6530,2.8265,4.573428e-04,-3.3398,0,0,0.000000
0.0000,26.5680,6.0220,3.0110,9.242424e-03,-2.0342,0,0,0.000000
0.0000,26.5680,6.3910,3.1955,7.102059e-04,-3.1486,0,0,0.000000
0.0000,26.5680,6.7600,3.3800,1.139934e-03,-2.9431,0,0,0.000000
0.0000,26.5680,7.1290,3.5645,4.379268e-04,-3.3586,0,0,0.000000
0.0000,26.5680,7.4980,3.7490,1.625706e-03,-2.7890,0,0,0.000000
0.0000,26.5680,7.8670,3.9335,4.668092e-04,-3.3309,0,0,0.000000
0.0000,26.9370,-8.0000,-4.0000,1.303444e-02,-1.8849,0,0,0.000000
0.0000,26.9370,-7.6310,-3.8155,1.281834e-03,-2.8922,0,0,0.000000
0.0000,26.9370,-7.2620,-3.6310,6.023705e-03,-2.2201,0,0,0.000000
0.0000,26.9370,-6.8930,-3.4465,4.390839e-03,-2.3575,0,0,0.000000
0.0000,26.9370,-6.5240,-3.2620,5.185029e-03,-2.2852,0,0,0.000000
0.0000,26.9370,-6.1550,-3.0775,1.214951e-03,-2.9154,0,0,0.000001
0.0000,26.9370,-5.7860,-2.8930,4.060149e-03,-2.3915,0,0,0.000001
0.0000,26.9370,-5.4170,-2.7085,5.120101e-04,-3.2907,0,0,0.000000
0.0000,26.9370,-5.0480,-2.5240,5.776373e-03,-2.2383,0,0,0.000000
0.0000,26.9370,-4.6790,-2.3395,4.477830e-04,-3.3489,0,0,0.000000
0.0000,26.9370,-4.3100,-2.1550,1.153973e-03,-2.9378,0,0,0.000000
0.0000,26.9370,-3.9410,-1.9705,2.863026e-03,-2.5432,0,0,0.000000
0.0000,26.9370,-3.5720,-1.7860,4.847374e-04,-3.3145,0,0,0.000000
0.0000,26.9370,-3.2030,-1.6015,1.442350e-03,-2.8409,0,0,0.000000
0.0000,26.9370,-2.8340,-1.4170,2.509337e-02,-1.6004,0,0,0.000000
0.0000,26.9370,-2.4650,-1.2325,1.856828e-03,-2.7312,0,0,0.000000
0.0000,26.9370,-2.0960,-1.0480,2.167538e-03,-2.6640,0,0,0.000000
0.0000,26.9370,-1.7270,-0.8635,5.837951e-04,-3.2337,0,0,0.000000
0.0000,26.9370,-1.3580,-0.6790,2.396479e-03,-2.6204,0,0,0.000000
0.0000,26.9370,-0.9890,-0.4945,1.962662e-03,-2.7072,0,0,0.000000
0.0000,26.9370,-0.6200,-0.3100,6.325563e-04,-3.1989,0,0,0.000004
0.0000,26.9370,-0.2510,-0.1255,1.644316e-03,-2.7840,0,0,0.000036
0.0000,26.9370,0.1180,0.0590,4.952438e-04,-3.3052,0,0,0.000034
0.0000,26.9370,0.4870,0.2435,2.197448e-03,-2.6581,0,0,0.000004
0.0000,26.9370,0.8560,0.4280,7.907363e-04,-3.1020,0,0,0.000000
0.0000,26.9370,1.2250,0.6125,4.511426e-04,-3.3457,0,0,0.000000
0.0000,26.9370,1.5940,0.7970,1.595206e-03,-2.7972,0,0,0.000000
0.0000,26.9370,1.9630,0.9815,1.570214e-03,-2.8040,0,0,0.000000
0.0000,26.9370,2.3320,1.1660,7.166835e-04,-3.1447,0,0,0.000000
0.0000,26.9370,2.7010,1.3505,7.534880e-03,-2.1229,0,0,0.000000
0.0000,26.9370,3.0700,1.5350,2.842522e-03,-2.5463,0,0,0.000000
0.0000,26.9370,3.4390,1.7195,6.335665e-04,-3.1982,0,0,0.000000
0.0000,26.9370,3.8080,1.9040,6.167045e-04,-3.2099,0,0,0.000000
0.0000,26.9370,4.1770,2.0885,6.518883e-04,-3.1858,0,0,0.000000
0.0000,26.9370,4.5460,2.2730,5.612933e-04,-3.2508,0,0,0.000000
0.0000,26.9370,4.9150,2.4575,4.490340e-03,-2.3477,0,0,0.000000
0.0000,26.9370,5.2840,2.6420,6.671635e-04,-3.1758,0,0,0.000000
0.0000,26.9370,5.6530,2.8265,6.975233e-04,-3.1564,0,0,0.000000
0.0000,26.9370,6.0220,3.0110,5.947858e-03,-2.2256,0,0,0.000000
0.0000,26.9370,6.3910,3.1955,5.206538e-03,-2.2835,0,0,0.000000
0.0000,26.9370,6.7600,3.3800,1.101847e-03,-2.9579,0,0,0.000000
0.0000,26.9370,7.1290,3.5645,1.329947e-03,-2.8762,0,0,0.000000
0.0000,26.9370,7.4980,3.7490,4.503061e-04,-3.3465,0,0,0.000000
0.0000,26.9370,7.8670,3.9335,3.226916e-03,-2.4912,0,0,0.000000
0.0000,27.3060,-8.0000,-4.0000,6.484209e-04,-3.1881,0,0,0.000000
0.0000,27.3060,-7.6310,-3.8155,1.843948e-03,-2.7343,0,0,0.000000
0.0000,27.3060,-7.2620,-3.6310,1.043701e-03,-2.9814,0,0,0.000000
0.0000,27.3060,-6.8930,-3.4465,4.643263e-04,-3.3332,0,0,0.000000
0.0000,27.3060,-6.5240,-3.2620,2.148120e-03,-2.6679,0,0,0.000000
0.0000,27.3060,-6.1550,-3.0775,4.099190e-02,-1.3873,0,0,0.000001
0.0000,27.3060,-5.7860,-2.8930,1.151084e-02,-1.9389,0,0,0.000001
0.0000,27.3060,-5.4170,-2.7085,6.068841e-04,-3.2169,0,0,0.000001
0.0000,27.3060,-5.0480,-2.5240,7.323583e-04,-3.1353,0,0,0.000000
0.0000,27.3060,-4.6790,-2.3395,3.606815e-03,-2.4429,0,0,0.000000
0.0000,27.3060,-4.3100,-2.1550,4.764726e-04,-3.3220,0,0,0.000000
0.0000,27.3060,-3.9410,-1.9705,4.384485e-03,-2.3581,0,0,0.000000
0.0000,27.3060,-3.5720,-1.7860,4.616927e-04,-3.3356,0,0,0.000000
0.0000,27.3060,-3.2030,-1.6015,4.765950e-04,-3.3219,0,0,0.000000
0.0000,27.3060,-2.8340,-1.4170,4.911594e-04,-3.3088,0,0,0.000000
0.0000,27.3060,-2.4650,-1.2325,1.600858e-03,-2.7956,0,0,0.000000
0.0000,27.3060,-2.0960,-1.0480,1.331296e-02,-1.8757,0,0,0.000000
0.0000,27.3060,-1.7270,-0.8635,3.515744e-03,-2.4540,0,0,0.000000
0.0000,27.3060,-1.3580,-0.6790,4.502486e-03,-2.3465,0,0,0.000000
0.0000,27.3060,-0.9890,-0.4945,6.003697e-04,-3.2216,0,0,0.000000
0.0000,27.3060,-0.6200,-0.3100,2.042342e-03,-2.6899,0,0,0.000004
0.0000,27.3060,-0.2510,-0.1255,1.149240e-03,-2.9396,0,0,0.000037
0.0000,27.3060,0.1180,0.0590,4.558533e-04,-3.3412,0,0,0.000035
0.0000,27.3060,0.4870,0.2435,6.212332e-04,-3.2067,0,0,0.000005
0.0000,27.3060,0.8560,0.4280,5.923248e-04,-3.2274,0,0,0.000000
0.0000,27.3060,1.2250,0.6125,1.249736e-03,-2.9032,0,0,0.000000
0.0000,27.3060,1.5940,0.7970,1.696778e-03,-2.7704,0,0,0.000000
0.0000,27.3060,1.9630,0.9815,7.359225e-03,-2.1332,0,0,0.000000
0.0000,27.3060,2.3320,1.1660,1.808560e-03,-2.7427,0,0,0.000000
0.0000,27.3060,2.7010,1.3505,9.164552e-04,-3.0379,0,0,0.000000
0.0000,27.3060,3.0700,1.5350,5.251454e-04,-3.2797,0,0,0.000000
0.0000,27.3060,3.4390,1.7195,1.246215e-03,-2.9044,0,0,0.000000
0.0000,27.3060,3.8080,1.9040,4.877890e-04,-3.3118,0,0,0.000000
0.0000,27.3060,4.1770,2.0885,5.038979e-04,-3.2977,0,0,0.000000
0.0000,27.3060,4.5460,2.2730,1.246241e-03,-2.9044,0,0,0.000000
0.0000,27.3060,4.9150,2.4575,4.816929e-04,-3.3172,0,0,0.000000
0.0000,27.3060,5.2840,2.6420,5.128941e-04,-3.2900,0,0,0.000000
0.0000,27.3060,5.6530,2.8265,4.470534e-04,-3.3496,0,0,0.000000
0.0000,27.3060,6.0220,3.0110,2.807366e-03,-2.5517,0,0,0.000000
0.0000,27.3060,6.3910,3.1955,3.476962e-02,-1.4588,0,0,0.000000
0.0000,27.3060,6.7600,3.3800,4.850186e-04,-3.3142,0,0,0.000000
0.0000,27.3060,7.1290,3.5645,8.804850e-03,-2.0553,0,0,0.000000
0.0000,27.3060,7.4980,3.7490,6.066991e-04,-3.2170,0,0,0.000000
0.0000,27.3060,7.8670,3.9335,1.919580e-02,-1.7168,0,0,0.000000
0.0000,27.6750,-8.0000,-4.0000,5.022478e-03,-2.2991,0,0,0.000000
0.0000,27.6750,-7.6310,-3.8155,5.223470e-04,-3.2820,0,0,0.000000
0.0000,27.6750,-7.2620,-3.6310,4.343273e-04,-3.3622,0,0,0.000000
0.0000,27.6750,-6.8930,-3.4465,1.524902e-03,-2.8168,0,0,0.000000
0.0000,27.6750,-6.5240,-3.2620,4.835135e-04,-3.3156,0,0,0.000000
0.0000,27.6750,-6.1550,-3.0775,1.370975e-03,-2.8630,0,0,0.000000
0.0000,27.6750,-5.7860,-2.8930,6.839426e-04,-3.1650,0,0,0.000001
0.0000,27.6750,-5.4170,-2.7085,1.003272e-03,-2.9986,0,0,0.000001
0.0000,27.6750,-5.0480,-2.5240,4.574756e-04,-3.3396,0,0,0.000000
0.0000,27.6750,-4.6790,-2.3395,3.907413e-03,-2.4081,0,0,0.000000
0.0000,27.6750,-4.3100,-2.1550,1.197543e-03,-2.9217,0,0,0.000000
0.0000,27.6750,-3.9410,-1.9705,1.670724e-03,-2.7771,0,0,0.000000
0.0000,27.6750,-3.5720,-1.7860,5.013164e-04,-3.2999,0,0,0.000000
0.0000,27.6750,-3.2030,-1.6015,5.447813e-04,-3.2638,0,0,0.000000
0.0000,27.6750,-2.8340,-1.4170,5.991595e-04,-3.2225,0,0,0.000000
0.0000,27.6750,-2.4650,-1.2325,7.731412e-04,-3.1117,0,0,0.000000
0.0000,27.6750,-2.0960,-1.0480,5.611819e-02,-1.2509,0,0,0.000000
0.0000,27.6750,-1.7270,-0.8635,1.217234e-02,-1.9146,0,0,0.000000
0.0000,27.6750,-1.3580,-0.6790,6.228731e-04,-3.2056,0,0,0.000000
0.0000,27.6750,-0.9890,-0.4945,8.153309e-03,-2.0887,0,0,0.000000
0.0000,27.6750,-0.6200,-0.3100,2.191800e-03,-2.6592,0,0,0.000004
0.0000,27.6750,-0.2510,-0.1255,6.017609e-04,-3.2206,0,0,0.000037
0.0000,27.6750,0.1180,0.0590,1.153260e-03,-2.9381,0,0,0.000035
0.0000,27.6750,0.4870,0.2435,6.023262e-04,-3.2202,0,0,0.000005
0.0000,27.6750,0.8560,0.4280,2.251773e-03,-2.6475,0,0,0.000000
0.0000,27.6750,1.2250,0.6125,5.649159e-03,-2.2480,0,0,0.000000
0.0000,27.6750,1.5940,0.7970,9.334803e-02,-1.0299,0,0,0.000000
0.0000,27.6750,1.9630,0.9815,4.518603e-03,-2.3450,0,0,0.000000
0.0000,27.6750,2.3320,1.1660,3.250818e-03,-2.4880,0,0,0.000000
0.0000,27.6750,2.7010,1.3505,5.603126e-04,-3.2516,0,0,0.000000
0.0000,27.6750,3.0700,1.5350,9.078916e-04,-3.0420,0,0,0.000000
0.0000,27.6750,3.4390,1.7195,1.798948e-03,-2.7450,0,0,0.000000
0.0000,27.6750,3.8080,1.9040,5.002368e-04,-3.3008,0,0,0.000000
0.0000,27.6750,4.1770,2.0885,9.381570e-04,-3.0277,0,0,0.000000
0.0000,27.6750,4.5460,2.2730,6.669148e-04,-3.1759,0,0,0.000000
0.0000,27.6750,4.9150,2.4575,1.313071e-03,-2.8817,0,0,0.000000
0.0000,27.6750,5.2840,2.6420,5.275515e-04,-3.2777,0,0,0.000000
0.0000,27.6750,5.6530,2.8265,3.225768e-03,-2.4914,0,0,0.000000
0.0000,27.6750,6.0220,3.0110,1.880910e-02,-1.7256,0,0,0.000000
0.0000,27.6750,6.3910,3.1955,1.967065e-03,-2.7062,0,0,0.000000
0.0000,27.6750,6.7600,3.3800,7.357977e-03,-2.1332,0,0,0.000000
0.0000,27.6750,7.1290,3.5645,1.002666e-03,-2.9988,0,0,0.000000
0.0000,27.6750,7.4980,3.7490,4.956542e-04,-3.3048,0,0,0.000000
0.0000,27.6750,7.8670,3.9335,1.176028e-03,-2.9296,0,0,0.000000
0.0000,28.0440,-8.0000,-4.0000,2.600218e-03,-2.5850,0,0,0.000000
0.0000,28.0440,-7.6310,-3.8155,1.038755e-02,-1.9835,0,0,0.000000
0.0000,28.0440,-7.2620,-3.6310,1.785957e-03,-2.7481,0,0,0.000000
0.0000,28.0440,-6.8930,-3.4465,3.601590e-03,-2.4435,0,0,0.000000
0.0000,28.0440,-6.5240,-3.2620,5.097197e-04,-3.2927,0,0,0.000000
0.0000,28.0440,-6.1550,-3.0775,6.983308e-03,-2.1559,0,0,0.000000
0.0000,28.0440,-5.7860,-2.8930,1.899892e-03,-2.7213,0,0,0.000001
0.0000,28.0440,-5.4170,-2.7085,6.643582e-04,-3.1776,0,0,0.000000
0.0000,28.0440,-5.0480,-2.5240,3.499670e-03,-2.4560,0,0,0.000000
0.0000,28.0440,-4.6790,-2.3395,2.413956e-03,-2.6173,0,0,0.000000
0.0000,28.0440,-4.3100,-2.1550,1.188374e-02,-1.9250,0,0,0.000000
0.0000,28.0440,-3.9410,-1.9705,2.197159e-02,-1.6581,0,0,0.000000
0.0000,28.0440,-3.5720,-1.7860,4.390546e-04,-3.3575,0,0,0.000000
0.0000,28.0440,-3.2030,-1.6015,3.853557e-02,-1.4141,0,0,0.000000
0.0000,28.0440,-2.8340,-1.4170,4.519499e-04,-3.3449,0,0,0.000000
0.0000,28.0440,-2.4650,-1.2325,3.464903e-03,-2.4603,0,0,0.000000
0.0000,28.0440,-2.0960,-1.0480,1.238259e-02,-1.9072,0,0,0.000000
0.0000,28.0440,-1.7270,-0.8635,4.238977e-03,-2.3727,0,0,0.000000
0.0000,28.0440,-1.3580,-0.6790,2.268589e-02,-1.6442,0,0,0.000000
0.0000,28.0440,-0.9890,-0.4945,5.514600e-02,-1.2585,0,0,0.000000
0.0000,28.0440,-0.6200,-0.3100,1.145619e-02,-1.9410,0,0,0.000004
0.0000,28.0440,-0.2510,-0.1255,1.422922e-03,-2.8468,0,0,0.000035
0.0000,28.0440,0.1180,0.0590,1.410741e-03,-2.8506,0,0,0.000033
0.0000,28.0440,0.4870,0.2435,2.657605e-03,-2.5755,0,0,0.000004
0.0000,28.0440,0.8560,0.4280,1.074001e-02,-1.9690,0,0,0.000000
0.0000,28.0440,1.2250,0.6125,1.575766e-02,-1.8025,0,0,0.000000
0.0000,28.0440,1.5940,0.7970,3.278091e-03,-2.4844,0,0,0.000000
0.0000,28.0440,1.9630,0.9815,3.247514e-02,-1.4884,0,0,0.000000
0.0000,28.0440,2.3320,1.1660,1.291013e-03,-2.8891,0,0,0.000000
0.0000,28.0440,2.7010,1.3505,4.639311e-04,-3.3335,0,0,0.000000
0.0000,28.0440,3.0700,1.5350,4.454529e-04,-3.3512,0,0,0.000000
0.0000,28.0440,3.4390,1.7195,3.769401e-03,-2.4237,0,0,0.000000
0.0000,28.0440,3.8080,1.9040,4.102455e-03,-2.3870,0,0,0.000000
0.0000,28.0440,4.1770,2.0885,7.689015e-03,-2.1141,0,0,0.000000
0.0000,28.0440,4.5460,2.2730,3.370638e-02,-1.4723,0,0,0.000000
0.0000,28.0440,4.9150,2.4575,3.095107e-03,-2.5093,0,0,0.000000
0.0000,28.0440,5.2840,2.6420,6.213362e-04,-3.2067,0,0,0.000000
0.0000,28.0440,5.6530,2.8265,1.131404e-03,-2.9464,0,0,0.000000
0.0000,28.0440,6.0220,3.0110,1.823639e-02,-1.7391,0,0,0.000000
0.0000,28.0440,6.3910,3.1955,6.210960e-04,-3.2068,0,0,0.000000
0.0000,28.0440,6.7600,3.3800,3.120956e-02,-1.5057,0,0,0.000000
0.0000,28.0440,7.1290,3.5645,4.002539e-03,-2.3977,0,0,0.000000
0.0000,28.0440,7.4980,3.7490,3.881121e-03,-2.4110,0,0,0.000000
0.0000,28.0440,7.8670,3.9335,1.657531e-03,-2.7805,0,0,0.000000
0.0000,28.4130,-8.0000,-4.0000,2.138487e-02,-1.6699,0,0,0.000000
0.0000,28.4130,-7.6310,-3.8155,2.349648e-03,-2.6290,0,0,0.000000
0.0000,28.4130,-7.2620,-3.6310,2.322960e-02,-1.6340,0,0,0.000000
0.0000,28.4130,-6.8930,-3.4465,1.044832e-03,-2.9810,0,0,0.000000
0.0000,28.4130,-6.5240,-3.2620,1.230802e-03,-2.9098,0,0,0.000000
0.0000,28.4130,-6.1550,-3.0775,4.635373e-04,-3.3339,0,0,0.000001
0.0000,28.4130,-5.7860,-2.8930,2.287582e-02,-1.6406,0,0,0.000001
0.0000,28.4130,-5.4170,-2.7085,2.140323e-03,-2.6695,0,0,0.000000
0.0000,28.4130,-5.0480,-2.5240,6.583278e-04,-3.1816,0,0,0.000000
0.0000,28.4130,-4.6790,-2.3395,1.202204e-03,-2.9200,0,0,0.000000
0.0000,28.4130,-4.3100,-2.1550,6.791147e-02,-1.1681,0,0,0.000000
0.0000,28.4130,-3.9410,-1.9705,8.166368e-04,-3.0880,0,0,0.000000
0.0000,28.4130,-3.5720,-1.7860,1.718058e-03,-2.7650,0,0,0.000000
0.0000,28.4130,-3.2030,-1.6015,5.356134e-03,-2.2711,0,0,0.000000
0.0000,28.4130,-2.8340,-1.4170,5.130545e-04,-3.2898,0,0,0.000000
0.0000,28.4130,-2.4650,-1.2325,9.937943e-04,-3.0027,0,0,0.000000
0.0000,28.4130,-2.0960,-1.0480,2.483154e-03,-2.6050,0,0,0.000000
0.0000,28.4130,-1.7270,-0.8635,4.465762e-03,-2.3501,0,0,0.000000
0.0000,28.4130,-1.3580,-0.6790,1.251836e-03,-2.9025,0,0,0.000000
0.0000,28.4130,-0.9890,-0.4945,2.736699e-02,-1.5628,0,0,0.000000
0.0000,28.4130,-0.6200,-0.3100,2.079271e-03,-2.6821,0,0,0.000004
0.0000,28.4130,-0.2510,-0.1255,1.062096e-02,-1.9738,0,0,0.000035
0.0000,28.4130,0.1180,0.0590,1.259754e-03,-2.8997,0,0,0.000034
0.0000,28.4130,0.4870,0.2435,2.400643e-03,-2.6197,0,0,0.000004
0.0000,28.4130,0.8560,0.4280,3.654824e-02,-1.4371,0,0,0.000000
0.0000,28.4130,1.2250,0.6125,5.718222e-04,-3.2427,0,0,0.000000
0.0000,28.4130,1.5940,0.7970,7.478536e-04,-3.1262,0,0,0.000000
0.0000,28.4130,1.9630,0.9815,5.415748e-04,-3.2663,0,0,0.000000
0.0000,28.4130,2.3320,1.1660,9.093546e-03,-2.0413,0,0,0.000000
0.0000,28.4130,2.7010,1.3505,4.632484e-04,-3.3342,0,0,0.000000
0.0000,28.4130,3.0700,1.5350,1.495679e-03,-2.8252,0,0,0.000000
0.0000,28.4130,3.4390,1.7195,4.755047e-03,-2.3228,0,0,0.000000
0.0000,28.4130,3.8080,1.9040,4.960157e-03,-2.3045,0,0,0.000000
0.0000,28.4130,4.1770,2.0885,2.341692e-03,-2.6305,0,0,0.000000
0.0000,28.4130,4.5460,2.2730,1.915314e-03,-2.7178,0,0,0.000000
0.0000,28.4130,4.9150,2.4575,2.186719e-03,-2.6602,0,0,0.000000
0.0000,28.4130,5.2840,2.6420,1.883908e-03,-2.7249,0,0,0.000000
0.0000,28.4130,5.6530,2.8265,1.231181e-03,-2.9097,0,0,0.000000
