f_avg,delta1,log10_nmse
24.6862,-7.5789,-2.626072
30.1255,-7.5789,-1.744731
32.2176,-7.5789,-1.748010
31.1715,-7.5789,-1.740393
34.7280,-7.5789,-1.744193
33.0544,-7.5789,-1.746095
32.4268,-7.5789,-1.748395
27.1967,-7.5789,-2.547170
33.4728,-7.5789,-1.744800
25.5230,-7.5789,-2.677751
33.2636,-7.5789,-1.746756
32.6360,-7.5789,-1.740095
22.3849,-7.5789,-2.612741
26.7782,-7.5789,-2.571416
33.6820,-7.5789,-1.743726
34.9372,-7.5789,-1.746999
22.5941,-7.5789,-2.614898
31.5900,-7.5789,-1.743142
26.5690,-7.5789,-2.548761
30.5439,-7.5789,-1.746946
27.6151,-7.5789,-2.553421
34.1004,-7.5789,-1.746043
25.1046,-7.5789,-2.616342
32.8452,-7.5789,-1.745612
35.1464,-7.5789,-1.747118
34.3096,-7.5789,-1.740350
36.8201,-7.7895,-2.963625
37.8661,-7.7895,-3.073916
34.5188,-7.5789,-1.749078
37.0293,-7.7895,-3.162499
33.8912,-7.5789,-1.749289
39.5397,-7.7895,-3.215610
39.3305,-7.7895,-3.239834
37.2385,-7.7895,-3.093979
40.3766,-7.5789,-1.747204
39.9582,-7.7895,-3.243458
40.5858,-7.7895,-3.248594
40.1674,-7.5789,-1.748946
38.4937,-7.7895,-3.258148
38.7029,-7.7895,-3.066148
41.0042,-7.5789,-1.746794
40.5858,-7.5789,-1.742361
43.3054,-7.7895,-3.010754
41.4226,-7.5789,-1.749087
40.7950,-7.5789,-1.745978
39.9582,-7.5789,-1.748482
38.2845,-7.7895,-2.972117
41.2134,-7.5789,-1.748447
42.0502,-7.5789,-1.748591
38.9121,-7.7895,-3.205420
40.7950,-7.7895,-3.250511
44.5607,-7.7895,-2.948938
42.6778,-7.7895,-3.224355
37.6569,-7.7895,-3.117133
47.4895,-7.7895,-3.254323
38.0753,-7.7895,-3.207603
45.1883,-7.7895,-3.248685
47.6987,-7.7895,-2.944071
43.7238,-7.7895,-2.997537
48.1172,-7.7895,-3.132384
48.3264,-7.7895,-3.222610
46.4435,-7.7895,-3.222213
42.8870,-7.7895,-3.051041
40.3766,-7.7895,-3.237220
47.2803,-7.7895,-3.252448
39.7490,-7.7895,-3.211193
42.6778,-7.5789,-1.744317
45.3975,-7.7895,-3.124615
43.5146,-7.5789,-1.744142
46.0251,-7.7895,-3.198464
47.0711,-7.7895,-3.212897
43.5146,-7.7895,-3.172122
39.1213,-7.7895,-3.205364
47.9079,-7.7895,-3.189079
46.6527,-7.7895,-3.243297
50.0000,-7.7895,-3.178284
43.9331,-7.7895,-3.197662
37.4477,-7.7895,-3.124082
45.6067,-7.7895,-3.228578
49.5816,-7.7895,-3.218309
49.7908,-7.7895,-3.271076
48.9540,-7.7895,-3.166071
49.3724,-7.7895,-3.160156
44.7699,-7.7895,-3.218784
40.1674,-7.7895,-3.260211
44.1423,-7.7895,-3.042705
46.8619,-7.7895,-3.254937
44.9791,-7.7895,-3.152633
46.2343,-7.7895,-3.216945
49.1632,-7.7895,-3.109855
0.0000,-7.3684,0.371996
48.7448,-7.7895,-3.211688
48.5356,-7.7895,-3.252146
0.8368,-7.3684,-2.125953
0.2092,-7.3684,-1.474976
0.4184,-7.3684,-1.373135
1.0460,-7.3684,-2.860750
2.5105,-7.3684,-2.574959
0.6276,-7.3684,-1.149282
1.6736,-7.3684,-2.807986
1.4644,-7.3684,-2.612437
2.7197,-7.3684,-2.310737
2.0921,-7.3684,-2.799189
5.0209,-7.3684,-2.702723
2.9289,-7.3684,-2.416547
3.7657,-7.3684,-2.683473
2.3013,-7.3684,-2.779297
1.2552,-7.3684,-2.857811
4.1841,-7.3684,-2.734353
4.3933,-7.3684,-2.641089
3.1381,-7.3684,-2.366390
4.6025,-7.3684,-2.762416
6.2762,-7.3684,-2.658735
6.6946,-7.3684,-2.732285
5.2301,-7.3684,-2.666370
5.8577,-7.3684,-2.741167
6.4854,-7.3684,-2.730016
3.3473,-7.3684,-2.549527
1.8828,-7.3684,-2.839625
3.5565,-7.3684,-2.742070
5.4393,-7.3684,-2.772335
3.9749,-7.3684,-2.696854
8.9958,-7.3684,-2.717795
5.6485,-7.3684,-2.734280
6.0669,-7.3684,-2.703456
7.3222,-7.3684,-2.767032
7.9498,-7.3684,-2.640883
6.9038,-7.3684,-2.707846
9.6234,-7.3684,-2.750937
9.2050,-7.3684,-2.747830
8.3682,-7.3684,-2.788780
10.0418,-7.3684,-2.762862
7.1130,-7.3684,-2.653400
10.6695,-7.3684,-2.747549
11.0879,-7.3684,-2.642510
10.2510,-7.3684,-2.702808
8.7866,-7.3684,-2.737731
11.2971,-7.3684,-2.638504
8.1590,-7.3684,-2.769960
13.1799,-7.3684,-2.723355
9.4142,-7.3684,-2.799809
4.8117,-7.3684,-2.754098
12.7615,-7.3684,-2.660104
10.4603,-7.3684,-2.751924
11.9247,-7.3684,-2.694712
8.5774,-7.3684,-2.768002
9.8326,-7.3684,-2.767204
12.9707,-7.3684,-2.671329
13.3891,-7.3684,-2.647159
11.5063,-7.3684,-2.626456
13.5983,-7.3684,-2.672910
11.7155,-7.3684,-2.675690
12.3431,-7.3684,-2.655926
10.8787,-7.3684,-2.703366
7.5314,-7.3684,-2.812879
14.4351,-7.3684,-2.658479
13.8075,-7.3684,-2.664277
7.7406,-7.3684,-2.749196
12.5523,-7.3684,-2.669184
14.6444,-7.3684,-2.665815
16.9456,-7.3684,-2.635236
12.1339,-7.3684,-2.686103
21.9665,-7.3684,-2.662348
16.7364,-7.3684,-2.689304
14.0167,-7.3684,-2.679555
17.9916,-7.3684,-2.594305
15.0628,-7.3684,-2.658577
14.8536,-7.3684,-2.677634
15.4812,-7.3684,-2.643342
16.5272,-7.3684,-2.633654
15.8996,-7.3684,-2.633640
18.6192,-7.3684,-2.643874
16.1088,-7.3684,-2.696252
19.2469,-7.3684,-2.612391
18.4100,-7.3684,-2.637686
19.0377,-7.3684,-2.576318
16.3180,-7.3684,-2.628695
23.6402,-7.3684,-2.655591
14.2259,-7.3684,-2.677030
22.5941,-7.3684,-2.677933
20.0837,-7.3684,-2.591039
21.3389,-7.3684,-2.609944
18.8285,-7.3684,-2.640118
20.5021,-7.3684,-2.634089
17.7824,-7.3684,-2.469120
22.3849,-7.3684,-2.669469
15.6904,-7.3684,-2.688566
19.6653,-7.3684,-2.634823
20.2929,-7.3684,-2.653021
23.2218,-7.3684,-2.639730
21.7573,-7.3684,-2.606592
15.2720,-7.3684,-2.636612
24.0586,-7.3684,-2.645609
18.2008,-7.3684,-2.613032
24.4770,-7.3684,-2.648210
19.4561,-7.3684,-2.553001
22.8033,-7.3684,-2.666358
19.8745,-7.3684,-2.603011
20.7113,-7.3684,-2.618086
17.3640,-7.3684,-2.623839
21.1297,-7.3684,-2.605703
22.1757,-7.3684,-2.656080
25.1046,-7.3684,-2.573384
21.5481,-7.3684,-2.621574
23.0126,-7.3684,-2.656005
23.4310,-7.3684,-2.692483
35.7741,-7.5789,-3.239032
17.1548,-7.3684,-2.632960
20.9205,-7.3684,-2.611654
23.8494,-7.3684,-2.684671
24.8954,-7.3684,-2.606375
25.3138,-7.3684,-2.619310
24.2678,-7.3684,-2.680101
25.5230,-7.3684,-2.516045
24.6862,-7.3684,-2.649912
25.7322,-7.3684,-2.514436
36.1925,-7.5789,-3.026470
17.5732,-7.3684,-2.536676
30.1255,-7.3684,-1.748897
26.1506,-7.3684,-2.483273
27.6151,-7.3684,-1.742908
28.4519,-7.3684,-1.749188
28.8703,-7.3684,-1.741236
37.6569,-7.5789,-2.848629
26.5690,-7.3684,-2.563435
26.7782,-7.3684,-2.429435
27.8243,-7.3684,-1.730682
28.2427,-7.3684,-1.748022
25.9414,-7.3684,-2.565120
30.3347,-7.3684,-1.732265
30.7531,-7.3684,-1.746768
28.6611,-7.3684,-1.746204
36.6109,-7.5789,-3.186084
37.2385,-7.5789,-2.981257
30.5439,-7.3684,-1.746572
31.7992,-7.3684,-1.744954
28.0335,-7.3684,-1.749362
29.0795,-7.3684,-1.748073
38.9121,-7.5789,-3.212464
29.7071,-7.3684,-1.742159
37.8661,-7.5789,-3.199513
32.8452,-7.3684,-1.737278
27.1967,-7.3684,-2.510883
31.3808,-7.3684,-1.748982
27.4059,-7.3684,-2.475715
26.9874,-7.3684,-2.518454
29.4979,-7.3684,-1.736833
36.8201,-7.5789,-3.190974
30.9623,-7.3684,-1.740687
26.3598,-7.3684,-2.574546
