F_AVG,DELTA1,log10_NMSE
7.3222,-7.5789,-1.426722
8.3682,-7.5789,-1.569325
10.0418,-7.5789,-1.755668
4.1841,-7.5789,-1.028038
12.1339,-7.5789,-1.937184
12.9707,-7.5789,-1.998528
13.1799,-7.5789,-2.013058
16.3180,-7.5789,-2.200416
11.9247,-7.5789,-1.920973
6.2762,-7.5789,-1.261449
14.0167,-7.5789,-2.068294
7.1130,-7.5789,-1.395375
2.7197,-7.5789,-0.619318
4.3933,-7.5789,-1.015370
13.5983,-7.5789,-2.041231
0.2092,-7.5789,-0.054499
13.8075,-7.5789,-2.054897
15.2720,-7.5789,-2.143581
5.8577,-7.5789,-1.194669
6.0669,-7.5789,-1.227357
3.1381,-7.5789,-0.793341
17.7824,-7.5789,-2.272438
11.5063,-7.5789,-1.887393
5.0209,-7.5789,-0.952391
13.3891,-7.5789,-2.027288
8.7866,-7.5789,-1.620282
14.8536,-7.5789,-2.119410
10.6695,-7.5789,-1.815086
17.1548,-7.5789,-2.242563
8.9958,-7.5789,-1.644584
10.2510,-7.5789,-1.776020
15.0628,-7.5789,-2.131606
10.4603,-7.5789,-1.795816
6.6946,-7.5789,-1.329837
4.6025,-7.5789,-0.930808
2.3013,-7.5789,-0.595609
6.9038,-7.5789,-1.363063
16.1088,-7.5789,-2.189439
0.0000,-7.5789,-0.036680
7.5314,-7.5789,-1.457096
3.5565,-7.5789,-0.747191
9.2050,-7.5789,-1.668150
12.3431,-7.5789,-1.953028
11.7155,-7.5789,-1.904382
8.1590,-7.5789,-1.542602
3.3473,-7.5789,-0.896498
2.0921,-7.5789,-0.534595
18.2008,-7.5789,-2.291590
1.0460,-7.5789,-0.188864
3.9749,-7.5789,-0.733585
15.4812,-7.5789,-2.155347
22.1757,-7.5789,-2.448317
1.4644,-7.5789,-0.191566
2.9289,-7.5789,-0.799062
1.6736,-7.5789,-0.367136
12.5523,-7.5789,-1.968525
14.2259,-7.5789,-2.081439
9.4142,-7.5789,-1.691004
9.8326,-7.5789,-1.734735
4.8117,-7.5789,-0.782236
12.7615,-7.5789,-1.983689
16.7364,-7.5789,-2.221835
14.4351,-7.5789,-2.094335
17.5732,-7.5789,-2.262636
0.4184,-7.5789,-0.081923
26.7782,-7.5789,-2.587033
15.8996,-7.5789,-2.178270
19.4561,-7.5789,-2.345727
5.6485,-7.5789,-1.163155
46.8619,-7.7895,-4.056812
18.4100,-7.5789,-2.300956
0.6276,-7.5789,-0.108511
20.2929,-7.5789,-2.379272
18.8285,-7.5789,-2.319264
7.9498,-7.5789,-1.515009
19.2469,-7.5789,-2.337034
1.2552,-7.5789,-0.244279
21.7573,-7.5789,-2.433689
24.6862,-7.5789,-2.528603
16.5272,-7.5789,-2.211216
19.0377,-7.5789,-2.328211
1.8828,-7.5789,-0.457592
2.5105,-7.5789,-0.685450
20.7113,-7.5789,-2.395353
22.5941,-7.5789,-2.462568
15.6904,-7.5789,-2.166908
21.1297,-7.5789,-2.411002
22.3849,-7.5789,-2.455491
23.2218,-7.5789,-2.483254
16.9456,-7.5789,-2.232284
20.0837,-7.5789,-2.371063
20.5021,-7.5789,-2.387367
17.9916,-7.5789,-2.282087
18.6192,-7.5789,-2.310182
19.8745,-7.5789,-2.362743
23.0126,-7.5789,-2.476452
28.2427,-7.5789,-2.624053
30.1255,-7.5789,-2.667527
23.4310,-7.5789,-2.489976
27.6151,-7.5789,-2.608549
30.9623,-7.5789,-2.685508
20.9205,-7.5789,-2.403230
21.5481,-7.5789,-2.426226
21.9665,-7.5789,-2.441051
25.7322,-7.5789,-2.558684
19.6653,-7.5789,-2.354296
29.2887,-7.5789,-2.648735
24.4770,-7.5789,-2.522365
25.1046,-7.5789,-2.540859
29.7071,-7.5789,-2.658228
26.9874,-7.5789,-2.592507
25.5230,-7.5789,-2.552814
24.0586,-7.5789,-2.509662
45.1883,-7.7895,-3.935544
35.3556,-7.5789,-2.768425
26.5690,-7.5789,-2.581496
22.8033,-7.5789,-2.469551
